

# Contour value=2.00 
mST_GeV,deltaM_GeV
1.4036e+03,3.7824e+02
1.4038e+03,3.7895e+02
1.4039e+03,3.7922e+02
1.4042e+03,3.8020e+02
1.4045e+03,3.8118e+02
1.4048e+03,3.8216e+02
1.4052e+03,3.8315e+02
1.4055e+03,3.8413e+02
1.4058e+03,3.8511e+02
1.4061e+03,3.8609e+02
1.4064e+03,3.8707e+02
1.4068e+03,3.8806e+02
1.4071e+03,3.8904e+02
1.4074e+03,3.9002e+02
1.4077e+03,3.9100e+02
1.4080e+03,3.9198e+02
1.4083e+03,3.9297e+02
1.4087e+03,3.9395e+02
1.4090e+03,3.9493e+02
1.4092e+03,3.9567e+02
1.4093e+03,3.9591e+02
1.4096e+03,3.9689e+02
1.4099e+03,3.9788e+02
1.4102e+03,3.9886e+02
1.4106e+03,3.9984e+02
1.4103e+03,4.0082e+02
1.4099e+03,4.0180e+02
1.4095e+03,4.0279e+02
1.4092e+03,4.0350e+02
1.4091e+03,4.0377e+02
1.4087e+03,4.0475e+02
1.4083e+03,4.0573e+02
1.4079e+03,4.0671e+02
1.4075e+03,4.0770e+02
1.4071e+03,4.0868e+02
1.4068e+03,4.0966e+02
1.4064e+03,4.1064e+02
1.4060e+03,4.1162e+02
1.4056e+03,4.1261e+02
1.4052e+03,4.1359e+02
1.4048e+03,4.1457e+02
1.4044e+03,4.1555e+02
1.4040e+03,4.1653e+02
1.4038e+03,4.1701e+02
1.4036e+03,4.1752e+02
1.4031e+03,4.1850e+02
1.4027e+03,4.1948e+02
1.4023e+03,4.2046e+02
1.4018e+03,4.2144e+02
1.4014e+03,4.2242e+02
1.4010e+03,4.2341e+02
1.4005e+03,4.2439e+02
1.4001e+03,4.2537e+02
1.3997e+03,4.2635e+02
1.3992e+03,4.2733e+02
1.3988e+03,4.2832e+02
1.3984e+03,4.2919e+02
1.3983e+03,4.2930e+02
1.3977e+03,4.3028e+02
1.3972e+03,4.3126e+02
1.3966e+03,4.3224e+02
1.3960e+03,4.3323e+02
1.3954e+03,4.3421e+02
1.3948e+03,4.3519e+02
1.3942e+03,4.3617e+02
1.3936e+03,4.3715e+02
1.3930e+03,4.3814e+02
1.3930e+03,4.3821e+02
1.3924e+03,4.3912e+02
1.3919e+03,4.4010e+02
1.3913e+03,4.4108e+02
1.3907e+03,4.4206e+02
1.3901e+03,4.4305e+02
1.3895e+03,4.4403e+02
1.3889e+03,4.4501e+02
1.3883e+03,4.4599e+02
1.3877e+03,4.4697e+02
1.3876e+03,4.4723e+02
1.3871e+03,4.4796e+02
1.3865e+03,4.4894e+02
1.3860e+03,4.4992e+02
1.3854e+03,4.5090e+02
1.3848e+03,4.5188e+02
1.3842e+03,4.5287e+02
1.3836e+03,4.5385e+02
1.3830e+03,4.5483e+02
1.3824e+03,4.5581e+02
1.3822e+03,4.5624e+02
1.3818e+03,4.5679e+02
1.3812e+03,4.5778e+02
1.3807e+03,4.5876e+02
1.3801e+03,4.5974e+02
1.3795e+03,4.6072e+02
1.3789e+03,4.6170e+02
1.3783e+03,4.6269e+02
1.3777e+03,4.6367e+02
1.3771e+03,4.6465e+02
1.3768e+03,4.6526e+02
1.3765e+03,4.6563e+02
1.3759e+03,4.6661e+02
1.3754e+03,4.6760e+02
1.3748e+03,4.6858e+02
1.3742e+03,4.6956e+02
1.3736e+03,4.7054e+02
1.3730e+03,4.7152e+02
1.3724e+03,4.7251e+02
1.3718e+03,4.7349e+02
1.3713e+03,4.7427e+02
1.3712e+03,4.7447e+02
1.3706e+03,4.7545e+02
1.3700e+03,4.7643e+02
1.3695e+03,4.7741e+02
1.3689e+03,4.7840e+02
1.3683e+03,4.7938e+02
1.3677e+03,4.8036e+02
1.3671e+03,4.8134e+02
1.3665e+03,4.8232e+02
1.3659e+03,4.8329e+02
1.3659e+03,4.8331e+02
1.3653e+03,4.8429e+02
1.3647e+03,4.8527e+02
1.3642e+03,4.8625e+02
1.3636e+03,4.8723e+02
1.3630e+03,4.8822e+02
1.3624e+03,4.8920e+02
1.3618e+03,4.9018e+02
1.3612e+03,4.9116e+02
1.3606e+03,4.9214e+02
1.3605e+03,4.9231e+02
1.3600e+03,4.9313e+02
1.3594e+03,4.9411e+02
1.3589e+03,4.9509e+02
1.3583e+03,4.9607e+02
1.3577e+03,4.9705e+02
1.3571e+03,4.9804e+02
1.3565e+03,4.9902e+02
1.3559e+03,5.0000e+02


# Contour value=10.00 
mST_GeV,deltaM_GeV
2.8284e+03,1.0000e+01
2.8284e+03,1.0982e+01
2.8285e+03,1.1964e+01
2.8285e+03,1.2946e+01
2.8286e+03,1.3928e+01
2.8286e+03,1.4910e+01
2.8292e+03,1.5892e+01
2.8300e+03,1.6874e+01
2.8308e+03,1.7856e+01
2.8316e+03,1.8838e+01
2.8323e+03,1.9700e+01
2.8324e+03,1.9820e+01
2.8331e+03,2.0802e+01
2.8339e+03,2.1784e+01
2.8347e+03,2.2766e+01
2.8355e+03,2.3747e+01
2.8363e+03,2.4729e+01
2.8366e+03,2.5711e+01
2.8367e+03,2.6693e+01
2.8367e+03,2.7675e+01
2.8368e+03,2.8657e+01
2.8369e+03,2.9639e+01
2.8370e+03,3.0621e+01
2.8371e+03,3.1603e+01
2.8372e+03,3.2585e+01
2.8372e+03,3.3567e+01
2.8373e+03,3.4549e+01
2.8374e+03,3.5531e+01
2.8375e+03,3.6513e+01
2.8376e+03,3.7495e+01
2.8377e+03,3.8477e+01
2.8377e+03,3.8656e+01
2.8377e+03,3.9459e+01
2.8378e+03,4.0441e+01
2.8379e+03,4.1423e+01
2.8381e+03,4.2405e+01
2.8385e+03,4.3387e+01
2.8388e+03,4.4369e+01
2.8392e+03,4.5351e+01
2.8395e+03,4.6333e+01
2.8399e+03,4.7315e+01
2.8402e+03,4.8297e+01
2.8406e+03,4.9279e+01
2.8401e+03,5.0261e+01
2.8377e+03,5.1151e+01
2.8374e+03,5.1242e+01
2.8347e+03,5.2224e+01
2.8323e+03,5.3117e+01
2.8320e+03,5.3206e+01
2.8293e+03,5.4188e+01
2.8269e+03,5.5082e+01
2.8266e+03,5.5170e+01
2.8239e+03,5.6152e+01
2.8214e+03,5.7048e+01
2.8212e+03,5.7134e+01
2.8185e+03,5.8116e+01
2.8160e+03,5.9013e+01
2.8158e+03,5.9098e+01
2.8131e+03,6.0080e+01
2.8106e+03,6.0979e+01
2.8104e+03,6.1062e+01
2.8077e+03,6.2044e+01
2.8052e+03,6.2944e+01
2.8050e+03,6.3026e+01
2.8023e+03,6.4008e+01
2.7998e+03,6.4910e+01
2.7996e+03,6.4990e+01
2.7992e+03,6.5972e+01
2.7988e+03,6.6954e+01
2.7984e+03,6.7936e+01
2.7980e+03,6.8918e+01
2.7976e+03,6.9900e+01
2.7972e+03,7.0882e+01
2.7968e+03,7.1864e+01
2.7964e+03,7.2846e+01
2.7961e+03,7.3828e+01
2.7957e+03,7.4810e+01
2.7957e+03,7.5792e+01
2.7958e+03,7.6774e+01
2.7959e+03,7.7756e+01
2.7960e+03,7.8737e+01
2.7961e+03,7.9719e+01
2.7962e+03,8.0701e+01
2.7963e+03,8.1683e+01
2.7964e+03,8.2665e+01
2.7966e+03,8.3647e+01
2.7967e+03,8.4629e+01
2.7976e+03,8.5611e+01
2.7996e+03,8.6593e+01
2.7998e+03,8.6715e+01
2.8015e+03,8.7575e+01
2.8034e+03,8.8557e+01
2.8052e+03,8.9447e+01
2.8054e+03,8.9539e+01
2.8073e+03,9.0521e+01
2.8093e+03,9.1503e+01
2.8106e+03,9.2178e+01
2.8112e+03,9.2485e+01
2.8132e+03,9.3467e+01
2.8151e+03,9.4449e+01
2.8160e+03,9.4910e+01
2.8171e+03,9.5431e+01
2.8190e+03,9.6413e+01
2.8210e+03,9.7395e+01
2.8214e+03,9.7642e+01
2.8229e+03,9.8377e+01
2.8248e+03,9.9359e+01
2.8260e+03,1.0034e+02
2.8255e+03,1.0132e+02
2.8251e+03,1.0230e+02
2.8247e+03,1.0329e+02
2.8243e+03,1.0427e+02
2.8239e+03,1.0525e+02
2.8235e+03,1.0623e+02
2.8230e+03,1.0721e+02
2.8226e+03,1.0820e+02
2.8222e+03,1.0918e+02
2.8218e+03,1.1016e+02
2.8214e+03,1.1096e+02
2.8214e+03,1.1114e+02
2.8209e+03,1.1212e+02
2.8205e+03,1.1311e+02
2.8201e+03,1.1409e+02
2.8197e+03,1.1507e+02
2.8193e+03,1.1605e+02
2.8189e+03,1.1703e+02
2.8184e+03,1.1802e+02
2.8178e+03,1.1900e+02
2.8171e+03,1.1998e+02
2.8164e+03,1.2096e+02
2.8160e+03,1.2150e+02
2.8157e+03,1.2194e+02
2.8150e+03,1.2293e+02
2.8143e+03,1.2391e+02
2.8137e+03,1.2489e+02
2.8130e+03,1.2587e+02
2.8123e+03,1.2685e+02
2.8116e+03,1.2784e+02
2.8109e+03,1.2882e+02
2.8106e+03,1.2922e+02
2.8102e+03,1.2980e+02
2.8095e+03,1.3078e+02
2.8088e+03,1.3176e+02
2.8081e+03,1.3275e+02
2.8075e+03,1.3373e+02
2.8068e+03,1.3471e+02
2.8061e+03,1.3569e+02
2.8054e+03,1.3667e+02
2.8052e+03,1.3693e+02
2.8047e+03,1.3766e+02
2.8040e+03,1.3864e+02
2.8033e+03,1.3962e+02
2.8026e+03,1.4060e+02
2.8019e+03,1.4158e+02
2.8013e+03,1.4257e+02
2.8006e+03,1.4355e+02
2.7999e+03,1.4453e+02
2.7998e+03,1.4465e+02
2.7992e+03,1.4551e+02
2.7985e+03,1.4649e+02
2.7978e+03,1.4747e+02
2.7971e+03,1.4846e+02
2.7964e+03,1.4944e+02
2.7961e+03,1.5042e+02
2.7961e+03,1.5140e+02
2.7962e+03,1.5238e+02
2.7962e+03,1.5337e+02
2.7962e+03,1.5435e+02
2.7963e+03,1.5533e+02
2.7963e+03,1.5631e+02
2.7964e+03,1.5729e+02
2.7964e+03,1.5828e+02
2.7965e+03,1.5926e+02
2.7965e+03,1.6024e+02
2.7966e+03,1.6122e+02
2.7966e+03,1.6220e+02
2.7966e+03,1.6319e+02
2.7967e+03,1.6417e+02
2.7967e+03,1.6515e+02
2.7968e+03,1.6613e+02
2.7968e+03,1.6711e+02
2.7969e+03,1.6810e+02
2.7969e+03,1.6908e+02
2.7969e+03,1.7006e+02
2.7969e+03,1.7104e+02
2.7969e+03,1.7202e+02
2.7968e+03,1.7301e+02
2.7967e+03,1.7399e+02
2.7967e+03,1.7497e+02
2.7966e+03,1.7595e+02
2.7966e+03,1.7693e+02
2.7965e+03,1.7792e+02
2.7964e+03,1.7890e+02
2.7964e+03,1.7988e+02
2.7963e+03,1.8086e+02
2.7963e+03,1.8184e+02
2.7962e+03,1.8283e+02
2.7961e+03,1.8381e+02
2.7961e+03,1.8479e+02
2.7960e+03,1.8577e+02
2.7960e+03,1.8675e+02
2.7959e+03,1.8774e+02
2.7958e+03,1.8872e+02
2.7958e+03,1.8970e+02
2.7957e+03,1.9068e+02
2.7957e+03,1.9166e+02
2.7956e+03,1.9265e+02
2.7955e+03,1.9363e+02
2.7955e+03,1.9461e+02
2.7954e+03,1.9559e+02
2.7954e+03,1.9657e+02
2.7953e+03,1.9756e+02
2.7952e+03,1.9854e+02
2.7952e+03,1.9952e+02
2.7951e+03,2.0050e+02
2.7951e+03,2.0148e+02
2.7951e+03,2.0246e+02
2.7951e+03,2.0345e+02
2.7950e+03,2.0443e+02
2.7950e+03,2.0541e+02
2.7950e+03,2.0639e+02
2.7950e+03,2.0737e+02
2.7949e+03,2.0836e+02
2.7949e+03,2.0934e+02
2.7949e+03,2.1032e+02
2.7948e+03,2.1130e+02
2.7948e+03,2.1228e+02
2.7948e+03,2.1327e+02
2.7948e+03,2.1425e+02
2.7947e+03,2.1523e+02
2.7947e+03,2.1621e+02
2.7947e+03,2.1719e+02
2.7946e+03,2.1818e+02
2.7946e+03,2.1916e+02
2.7946e+03,2.2014e+02
2.7948e+03,2.2112e+02
2.7951e+03,2.2210e+02
2.7955e+03,2.2309e+02
2.7958e+03,2.2407e+02
2.7961e+03,2.2505e+02
2.7965e+03,2.2603e+02
2.7968e+03,2.2701e+02
2.7971e+03,2.2800e+02
2.7975e+03,2.2898e+02
2.7978e+03,2.2996e+02
2.7982e+03,2.3094e+02
2.7985e+03,2.3192e+02
2.7988e+03,2.3291e+02
2.7992e+03,2.3389e+02
2.7995e+03,2.3487e+02
2.7998e+03,2.3573e+02
2.7998e+03,2.3585e+02
2.8002e+03,2.3683e+02
2.8005e+03,2.3782e+02
2.8009e+03,2.3880e+02
2.8012e+03,2.3978e+02
2.8015e+03,2.4076e+02
2.8019e+03,2.4174e+02
2.8022e+03,2.4273e+02
2.8025e+03,2.4371e+02
2.8029e+03,2.4469e+02
2.8032e+03,2.4567e+02
2.8036e+03,2.4665e+02
2.8039e+03,2.4764e+02
2.8042e+03,2.4862e+02
2.8046e+03,2.4960e+02
2.8045e+03,2.5058e+02
2.8042e+03,2.5156e+02
2.8039e+03,2.5255e+02
2.8036e+03,2.5353e+02
2.8032e+03,2.5451e+02
2.8029e+03,2.5549e+02
2.8026e+03,2.5647e+02
2.8023e+03,2.5745e+02
2.8020e+03,2.5844e+02
2.8017e+03,2.5942e+02
2.8013e+03,2.6040e+02
2.8010e+03,2.6138e+02
2.8007e+03,2.6236e+02
2.8004e+03,2.6335e+02
2.8001e+03,2.6433e+02
2.7998e+03,2.6518e+02
2.7998e+03,2.6531e+02
2.7994e+03,2.6629e+02
2.7991e+03,2.6727e+02
2.7988e+03,2.6826e+02
2.7985e+03,2.6924e+02
2.7982e+03,2.7022e+02
2.7979e+03,2.7120e+02
2.7975e+03,2.7218e+02
2.7972e+03,2.7317e+02
2.7969e+03,2.7415e+02
2.7966e+03,2.7513e+02
2.7963e+03,2.7611e+02
2.7960e+03,2.7709e+02
2.7956e+03,2.7808e+02
2.7953e+03,2.7906e+02
2.7953e+03,2.8004e+02
2.7957e+03,2.8102e+02
2.7960e+03,2.8200e+02
2.7963e+03,2.8299e+02
2.7966e+03,2.8397e+02
2.7969e+03,2.8495e+02
2.7972e+03,2.8593e+02
2.7975e+03,2.8691e+02
2.7979e+03,2.8790e+02
2.7982e+03,2.8888e+02
2.7985e+03,2.8986e+02
2.7988e+03,2.9084e+02
2.7991e+03,2.9182e+02
2.7994e+03,2.9281e+02
2.7998e+03,2.9379e+02
2.7998e+03,2.9392e+02
2.8001e+03,2.9477e+02
2.8004e+03,2.9575e+02
2.8007e+03,2.9673e+02
2.8010e+03,2.9772e+02
2.8013e+03,2.9870e+02
2.8017e+03,2.9968e+02
2.8020e+03,3.0066e+02
2.8025e+03,3.0164e+02
2.8029e+03,3.0263e+02
2.8033e+03,3.0361e+02
2.8037e+03,3.0459e+02
2.8041e+03,3.0557e+02
2.8045e+03,3.0655e+02
2.8050e+03,3.0754e+02
2.8052e+03,3.0813e+02
2.8054e+03,3.0852e+02
2.8058e+03,3.0950e+02
2.8062e+03,3.1048e+02
2.8066e+03,3.1146e+02
2.8070e+03,3.1244e+02
2.8075e+03,3.1343e+02
2.8079e+03,3.1441e+02
2.8083e+03,3.1539e+02
2.8087e+03,3.1637e+02
2.8091e+03,3.1735e+02
2.8095e+03,3.1834e+02
2.8100e+03,3.1932e+02
2.8104e+03,3.2030e+02
2.8106e+03,3.2086e+02
2.8108e+03,3.2128e+02
2.8112e+03,3.2226e+02
2.8116e+03,3.2325e+02
2.8121e+03,3.2423e+02
2.8125e+03,3.2521e+02
2.8129e+03,3.2619e+02
2.8133e+03,3.2717e+02
2.8137e+03,3.2816e+02
2.8141e+03,3.2914e+02
2.8146e+03,3.3012e+02
2.8150e+03,3.3110e+02
2.8154e+03,3.3208e+02
2.8158e+03,3.3307e+02
2.8160e+03,3.3360e+02
2.8162e+03,3.3405e+02
2.8166e+03,3.3503e+02
2.8171e+03,3.3601e+02
2.8175e+03,3.3699e+02
2.8179e+03,3.3798e+02
2.8183e+03,3.3896e+02
2.8187e+03,3.3994e+02
2.8191e+03,3.4092e+02
2.8196e+03,3.4190e+02
2.8200e+03,3.4289e+02
2.8204e+03,3.4387e+02
2.8208e+03,3.4485e+02
2.8212e+03,3.4583e+02
2.8214e+03,3.4633e+02
2.8217e+03,3.4681e+02
2.8221e+03,3.4780e+02
2.8225e+03,3.4878e+02
2.8229e+03,3.4976e+02
2.8233e+03,3.5074e+02
2.8237e+03,3.5172e+02
2.8242e+03,3.5271e+02
2.8246e+03,3.5369e+02
2.8250e+03,3.5467e+02
2.8254e+03,3.5565e+02
2.8258e+03,3.5663e+02
2.8262e+03,3.5762e+02
2.8267e+03,3.5860e+02
2.8269e+03,3.5906e+02
2.8271e+03,3.5958e+02
2.8275e+03,3.6056e+02
2.8279e+03,3.6154e+02
2.8283e+03,3.6253e+02
2.8287e+03,3.6351e+02
2.8292e+03,3.6449e+02
2.8296e+03,3.6547e+02
2.8298e+03,3.6645e+02
2.8298e+03,3.6743e+02
2.8298e+03,3.6842e+02
2.8298e+03,3.6940e+02
2.8298e+03,3.7038e+02
2.8298e+03,3.7136e+02
2.8298e+03,3.7234e+02
2.8298e+03,3.7333e+02
2.8298e+03,3.7431e+02
2.8298e+03,3.7529e+02
2.8298e+03,3.7627e+02
2.8298e+03,3.7725e+02
2.8298e+03,3.7824e+02
2.8298e+03,3.7922e+02
2.8298e+03,3.8020e+02
2.8298e+03,3.8118e+02
2.8298e+03,3.8216e+02
2.8298e+03,3.8315e+02
2.8298e+03,3.8413e+02
2.8298e+03,3.8511e+02
2.8298e+03,3.8609e+02
2.8298e+03,3.8707e+02
2.8298e+03,3.8806e+02
2.8298e+03,3.8904e+02
2.8298e+03,3.9002e+02
2.8298e+03,3.9100e+02
2.8298e+03,3.9198e+02
2.8298e+03,3.9297e+02
2.8299e+03,3.9395e+02
2.8299e+03,3.9493e+02
2.8299e+03,3.9591e+02
2.8299e+03,3.9689e+02
2.8299e+03,3.9788e+02
2.8299e+03,3.9886e+02
2.8299e+03,3.9984e+02
2.8299e+03,4.0082e+02
2.8300e+03,4.0180e+02
2.8301e+03,4.0279e+02
2.8302e+03,4.0377e+02
2.8303e+03,4.0475e+02
2.8304e+03,4.0573e+02
2.8305e+03,4.0671e+02
2.8306e+03,4.0770e+02
2.8307e+03,4.0868e+02
2.8308e+03,4.0966e+02
2.8308e+03,4.0992e+02
