#: table_doi: 10.17182/hepdata.106115.v2/t3
#: name: Signal templates, ADD, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_add,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword phrases: ADD | Extra dimensions | Graviton
#: keyword cmenergies: 13000.0
#: d,,,2
#: $M_{D}$ [TeV],,,10
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
1205.0,1160.0,1250.0,15.602,1.8285,-1.8285
1325.0,1250.0,1400.0,37.188,2.7958,-2.7958

#: d,,,4
#: $M_{D}$ [TeV],,,6
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,246.94,4.9567,-4.9567
295.0,280.0,310.0,192.99,4.3756,-4.3756
325.0,310.0,340.0,152.83,3.7317,-3.7317
355.0,340.0,370.0,125.3,3.4038,-3.4038
385.0,370.0,400.0,100.35,2.9954,-2.9954
415.0,400.0,430.0,81.386,2.6192,-2.6192
450.0,430.0,470.0,88.612,2.7183,-2.7183
490.0,470.0,510.0,71.101,2.4194,-2.4194
530.0,510.0,550.0,53.348,2.1074,-2.1074
570.0,550.0,590.0,42.577,1.8982,-1.8982
615.0,590.0,640.0,44.532,1.8933,-1.8933
665.0,640.0,690.0,36.365,1.7309,-1.7309
715.0,690.0,740.0,29.018,1.5451,-1.5451
765.0,740.0,790.0,22.294,1.328,-1.328
815.0,790.0,840.0,17.502,1.1829,-1.1829
870.0,840.0,900.0,15.644,1.1039,-1.1039
930.0,900.0,960.0,12.282,0.98348,-0.98348
990.0,960.0,1020.0,11.52,0.95123,-0.95123
1055.0,1020.0,1090.0,10.905,0.92077,-0.92077
1125.0,1090.0,1160.0,7.1704,0.74918,-0.74918
1205.0,1160.0,1250.0,6.0618,0.68666,-0.68666
1325.0,1250.0,1400.0,18.09,1.1935,-1.1935

#: d,,,5
#: $M_{D}$ [TeV],,,6
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,123.53,2.7895,-2.7895
295.0,280.0,310.0,97.544,2.4596,-2.4596
325.0,310.0,340.0,76.542,1.926,-1.926
355.0,340.0,370.0,62.129,1.705,-1.705
385.0,370.0,400.0,48.291,1.4912,-1.4912
415.0,400.0,430.0,38.514,1.2897,-1.2897
450.0,430.0,470.0,44.862,1.427,-1.427
490.0,470.0,510.0,33.872,1.1519,-1.1519
530.0,510.0,550.0,27.867,1.0539,-1.0539
570.0,550.0,590.0,21.634,0.90468,-0.90468
615.0,590.0,640.0,21.606,0.88516,-0.88516
665.0,640.0,690.0,17.73,0.80388,-0.80388
715.0,690.0,740.0,13.983,0.72359,-0.72359
765.0,740.0,790.0,11.669,0.6423,-0.6423
815.0,790.0,840.0,9.7238,0.59268,-0.59268
870.0,840.0,900.0,8.7825,0.55745,-0.55745
930.0,900.0,960.0,6.7134,0.48244,-0.48244
990.0,960.0,1020.0,4.9731,0.41196,-0.41196
1055.0,1020.0,1090.0,5.0606,0.41881,-0.41881
1125.0,1090.0,1160.0,3.6881,0.35919,-0.35919
1205.0,1160.0,1250.0,3.0662,0.32804,-0.32804
1325.0,1250.0,1400.0,8.7008,0.54739,-0.54739

#: d,,,6
#: $M_{D}$ [TeV],,,6
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,67.366,1.9358,-1.9358
295.0,280.0,310.0,52.578,1.4469,-1.4469
325.0,310.0,340.0,39.386,1.2146,-1.2146
355.0,340.0,370.0,32.12,1.0249,-1.0249
385.0,370.0,400.0,25.439,0.85852,-0.85852
415.0,400.0,430.0,20.244,0.7188,-0.7188
450.0,430.0,470.0,23.312,0.7592,-0.7592
490.0,470.0,510.0,18.44,0.6623,-0.6623
530.0,510.0,550.0,14.478,0.55498,-0.55498
570.0,550.0,590.0,12.558,0.56767,-0.56767
615.0,590.0,640.0,12.218,0.54225,-0.54225
665.0,640.0,690.0,9.0501,0.42892,-0.42892
715.0,690.0,740.0,7.1808,0.38019,-0.38019
765.0,740.0,790.0,5.6474,0.34221,-0.34221
815.0,790.0,840.0,4.6774,0.30253,-0.30253
870.0,840.0,900.0,4.6088,0.28687,-0.28687
930.0,900.0,960.0,3.642,0.25523,-0.25523
990.0,960.0,1020.0,2.6088,0.21258,-0.21258
1055.0,1020.0,1090.0,2.9182,0.26175,-0.26175
1125.0,1090.0,1160.0,2.0652,0.19432,-0.19432
1205.0,1160.0,1250.0,1.5814,0.16615,-0.16615
1325.0,1250.0,1400.0,4.6533,0.28547,-0.28547

#: d,,,2
#: $M_{D}$ [TeV],,,7
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1169.2,24.402,-24.402
295.0,280.0,310.0,875.47,20.803,-20.803
325.0,310.0,340.0,715.29,18.81,-18.81
355.0,340.0,370.0,585.07,17.07,-17.07
385.0,370.0,400.0,421.21,14.242,-14.242
415.0,400.0,430.0,352.22,12.825,-12.825
450.0,430.0,470.0,358.79,12.753,-12.753
490.0,470.0,510.0,272.17,10.995,-10.995
530.0,510.0,550.0,217.9,9.8868,-9.8868
570.0,550.0,590.0,143.51,8.1777,-8.1777
615.0,590.0,640.0,154.94,8.26,-8.26
665.0,640.0,690.0,133.82,7.7364,-7.7364
715.0,690.0,740.0,90.355,6.2122,-6.2122
765.0,740.0,790.0,77.411,5.7924,-5.7924
815.0,790.0,840.0,66.284,5.359,-5.359
870.0,840.0,900.0,54.075,4.799,-4.799
930.0,900.0,960.0,42.194,4.244,-4.244
990.0,960.0,1020.0,30.565,3.6092,-3.6092
1055.0,1020.0,1090.0,27.995,3.4629,-3.4629
1125.0,1090.0,1160.0,22.148,3.0994,-3.0994
1205.0,1160.0,1250.0,24.238,3.2322,-3.2322
1325.0,1250.0,1400.0,44.557,4.3813,-4.3813

#: d,,,3
#: $M_{D}$ [TeV],,,7
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,296.77,5.5991,-5.5991
295.0,280.0,310.0,221.87,4.804,-4.804
325.0,310.0,340.0,180.61,4.3016,-4.3016
355.0,340.0,370.0,141.82,3.8065,-3.8065
385.0,370.0,400.0,116.3,3.4596,-3.4596
415.0,400.0,430.0,98.467,3.1458,-3.1458
450.0,430.0,470.0,102.66,3.2269,-3.2269
490.0,470.0,510.0,74.871,2.7019,-2.7019
530.0,510.0,550.0,62.209,2.481,-2.481
570.0,550.0,590.0,49.77,2.2122,-2.2122
615.0,590.0,640.0,48.29,2.1768,-2.1768
665.0,640.0,690.0,38.192,1.9373,-1.9373
715.0,690.0,740.0,28.73,1.6726,-1.6726
765.0,740.0,790.0,21.869,1.4686,-1.4686
815.0,790.0,840.0,19.771,1.3939,-1.3939
870.0,840.0,900.0,19.944,1.3998,-1.3998
930.0,900.0,960.0,15.634,1.2397,-1.2397
990.0,960.0,1020.0,9.4451,0.96557,-0.96557
1055.0,1020.0,1090.0,9.428,0.95537,-0.95537
1125.0,1090.0,1160.0,7.4026,0.8488,-0.8488
1205.0,1160.0,1250.0,7.2073,0.84349,-0.84349
1325.0,1250.0,1400.0,18.087,1.331,-1.331

#: d,,,4
#: $M_{D}$ [TeV],,,7
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,101.69,2.0568,-2.0568
295.0,280.0,310.0,79.936,1.8394,-1.8394
325.0,310.0,340.0,61.647,1.5616,-1.5616
355.0,340.0,370.0,50.915,1.3778,-1.3778
385.0,370.0,400.0,39.044,1.167,-1.167
415.0,400.0,430.0,33.78,1.1293,-1.1293
450.0,430.0,470.0,34.924,1.1489,-1.1489
490.0,470.0,510.0,28.095,0.97941,-0.97941
530.0,510.0,550.0,22.0,0.87119,-0.87119
570.0,550.0,590.0,17.631,0.79569,-0.79569
615.0,590.0,640.0,17.564,0.7589,-0.7589
665.0,640.0,690.0,14.762,0.69807,-0.69807
715.0,690.0,740.0,11.3,0.60856,-0.60856
765.0,740.0,790.0,9.5087,0.55393,-0.55393
815.0,790.0,840.0,7.3875,0.48543,-0.48543
870.0,840.0,900.0,6.9329,0.47395,-0.47395
930.0,900.0,960.0,5.298,0.4123,-0.4123
990.0,960.0,1020.0,4.5509,0.38172,-0.38172
1055.0,1020.0,1090.0,4.3246,0.37486,-0.37486
1125.0,1090.0,1160.0,2.9034,0.30568,-0.30568
1205.0,1160.0,1250.0,2.7252,0.2984,-0.2984
1325.0,1250.0,1400.0,6.5771,0.45761,-0.45761

#: d,,,5
#: $M_{D}$ [TeV],,,7
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,41.701,0.91426,-0.91426
295.0,280.0,310.0,31.189,0.7393,-0.7393
325.0,310.0,340.0,25.503,0.66678,-0.66678
355.0,340.0,370.0,21.814,0.67535,-0.67535
385.0,370.0,400.0,17.443,0.58197,-0.58197
415.0,400.0,430.0,13.983,0.4856,-0.4856
450.0,430.0,470.0,15.03,0.48604,-0.48604
490.0,470.0,510.0,12.002,0.45203,-0.45203
530.0,510.0,550.0,9.3088,0.37174,-0.37174
570.0,550.0,590.0,7.8114,0.32473,-0.32473
615.0,590.0,640.0,7.5777,0.32535,-0.32535
665.0,640.0,690.0,6.37,0.2878,-0.2878
715.0,690.0,740.0,4.8145,0.24599,-0.24599
765.0,740.0,790.0,3.5835,0.21019,-0.21019
815.0,790.0,840.0,3.1405,0.20277,-0.20277
870.0,840.0,900.0,3.12,0.19234,-0.19234
930.0,900.0,960.0,2.3382,0.169,-0.169
990.0,960.0,1020.0,1.7629,0.14549,-0.14549
1055.0,1020.0,1090.0,1.7933,0.14803,-0.14803
1125.0,1090.0,1160.0,1.4772,0.13375,-0.13375
1205.0,1160.0,1250.0,1.3413,0.12881,-0.12881
1325.0,1250.0,1400.0,3.0336,0.19088,-0.19088

#: d,,,6
#: $M_{D}$ [TeV],,,7
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,20.067,0.56066,-0.56066
295.0,280.0,310.0,14.861,0.37532,-0.37532
325.0,310.0,340.0,12.439,0.33315,-0.33315
355.0,340.0,370.0,9.917,0.33794,-0.33794
385.0,370.0,400.0,7.5535,0.23402,-0.23402
415.0,400.0,430.0,6.8364,0.24293,-0.24293
450.0,430.0,470.0,6.8549,0.22694,-0.22694
490.0,470.0,510.0,5.5058,0.18629,-0.18629
530.0,510.0,550.0,4.3443,0.18236,-0.18236
570.0,550.0,590.0,3.3771,0.14072,-0.14072
615.0,590.0,640.0,3.5686,0.1503,-0.1503
665.0,640.0,690.0,2.7663,0.13352,-0.13352
715.0,690.0,740.0,2.3261,0.115,-0.115
765.0,740.0,790.0,1.935,0.11983,-0.11983
815.0,790.0,840.0,1.4726,0.088452,-0.088452
870.0,840.0,900.0,1.3188,0.086721,-0.086721
930.0,900.0,960.0,1.0882,0.075461,-0.075461
990.0,960.0,1020.0,0.88896,0.067739,-0.067739
1055.0,1020.0,1090.0,0.77798,0.064429,-0.064429
1125.0,1090.0,1160.0,0.5456,0.051909,-0.051909
1205.0,1160.0,1250.0,0.60974,0.055347,-0.055347
1325.0,1250.0,1400.0,1.4942,0.087244,-0.087244

#: d,,,2
#: $M_{D}$ [TeV],,,8
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,688.48,14.004,-14.004
295.0,280.0,310.0,533.13,12.176,-12.176
325.0,310.0,340.0,409.83,10.628,-10.628
355.0,340.0,370.0,317.49,9.2008,-9.2008
385.0,370.0,400.0,255.45,8.3247,-8.3247
415.0,400.0,430.0,204.96,7.2877,-7.2877
450.0,430.0,470.0,223.25,7.6586,-7.6586
490.0,470.0,510.0,164.24,6.584,-6.584
530.0,510.0,550.0,136.13,5.8883,-5.8883
570.0,550.0,590.0,108.53,5.2468,-5.2468
615.0,590.0,640.0,99.907,5.3446,-5.3446
665.0,640.0,690.0,74.702,4.3337,-4.3337
715.0,690.0,740.0,57.014,3.7562,-3.7562
765.0,740.0,790.0,48.15,3.4341,-3.4341
815.0,790.0,840.0,32.493,2.8403,-2.8403
870.0,840.0,900.0,29.056,2.682,-2.682
930.0,900.0,960.0,25.493,2.5212,-2.5212
990.0,960.0,1020.0,17.775,2.1163,-2.1163
1055.0,1020.0,1090.0,15.797,1.9664,-1.9664
1125.0,1090.0,1160.0,12.832,1.7983,-1.7983
1205.0,1160.0,1250.0,10.927,1.6316,-1.6316
1325.0,1250.0,1400.0,21.986,2.313,-2.313

#: d,,,3
#: $M_{D}$ [TeV],,,8
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,155.4,2.9229,-2.9229
295.0,280.0,310.0,119.47,2.5221,-2.5221
325.0,310.0,340.0,91.783,2.2145,-2.2145
355.0,340.0,370.0,74.946,2.0047,-2.0047
385.0,370.0,400.0,58.922,1.7474,-1.7474
415.0,400.0,430.0,51.383,1.6317,-1.6317
450.0,430.0,470.0,47.432,1.5589,-1.5589
490.0,470.0,510.0,41.795,1.458,-1.458
530.0,510.0,550.0,31.749,1.2756,-1.2756
570.0,550.0,590.0,24.529,1.1253,-1.1253
615.0,590.0,640.0,25.614,1.1328,-1.1328
665.0,640.0,690.0,21.196,1.0385,-1.0385
715.0,690.0,740.0,15.456,0.88124,-0.88124
765.0,740.0,790.0,11.715,0.76752,-0.76752
815.0,790.0,840.0,10.689,0.73505,-0.73505
870.0,840.0,900.0,9.8995,0.70476,-0.70476
930.0,900.0,960.0,8.0759,0.64107,-0.64107
990.0,960.0,1020.0,6.0737,0.55564,-0.55564
1055.0,1020.0,1090.0,5.1104,0.50764,-0.50764
1125.0,1090.0,1160.0,3.3041,0.40998,-0.40998
1205.0,1160.0,1250.0,3.4537,0.42043,-0.42043
1325.0,1250.0,1400.0,8.2475,0.64569,-0.64569

#: d,,,2
#: $M_{D}$ [TeV],,,9
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,418.49,8.8698,-8.8698
295.0,280.0,310.0,324.75,7.8446,-7.8446
325.0,310.0,340.0,260.8,6.8548,-6.8548
355.0,340.0,370.0,205.81,6.0132,-6.0132
385.0,370.0,400.0,161.83,5.2155,-5.2155
415.0,400.0,430.0,131.46,4.7158,-4.7158
450.0,430.0,470.0,149.95,5.0351,-5.0351
490.0,470.0,510.0,106.35,4.3185,-4.3185
530.0,510.0,550.0,75.146,3.5366,-3.5366
570.0,550.0,590.0,64.28,3.2575,-3.2575
615.0,590.0,640.0,62.462,3.1263,-3.1263
665.0,640.0,690.0,44.864,2.6283,-2.6283
715.0,690.0,740.0,36.742,2.4006,-2.4006
765.0,740.0,790.0,27.908,2.0868,-2.0868
815.0,790.0,840.0,21.251,1.8341,-1.8341
870.0,840.0,900.0,19.327,1.7245,-1.7245
930.0,900.0,960.0,16.891,1.617,-1.617
990.0,960.0,1020.0,12.387,1.3864,-1.3864
1055.0,1020.0,1090.0,11.201,1.3214,-1.3214
1125.0,1090.0,1160.0,7.9311,1.1093,-1.1093
1205.0,1160.0,1250.0,6.6866,1.0182,-1.0182
1325.0,1250.0,1400.0,18.699,1.7067,-1.7067

#: d,,,3
#: $M_{D}$ [TeV],,,9
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,83.566,1.5718,-1.5718
295.0,280.0,310.0,66.254,1.3968,-1.3968
325.0,310.0,340.0,49.121,1.1885,-1.1885
355.0,340.0,370.0,43.143,1.1184,-1.1184
385.0,370.0,400.0,33.015,0.98109,-0.98109
415.0,400.0,430.0,28.094,0.89814,-0.89814
450.0,430.0,470.0,27.241,0.87815,-0.87815
490.0,470.0,510.0,22.871,0.79931,-0.79931
530.0,510.0,550.0,16.63,0.68452,-0.68452
570.0,550.0,590.0,14.013,0.62918,-0.62918
615.0,590.0,640.0,14.244,0.63065,-0.63065
665.0,640.0,690.0,11.09,0.55626,-0.55626
715.0,690.0,740.0,8.3953,0.48346,-0.48346
765.0,740.0,790.0,6.8145,0.43599,-0.43599
815.0,790.0,840.0,5.0246,0.37222,-0.37222
870.0,840.0,900.0,4.9035,0.36665,-0.36665
930.0,900.0,960.0,3.7186,0.32213,-0.32213
990.0,960.0,1020.0,3.4,0.3069,-0.3069
1055.0,1020.0,1090.0,2.5987,0.26703,-0.26703
1125.0,1090.0,1160.0,1.5244,0.20525,-0.20525
1205.0,1160.0,1250.0,2.0501,0.23781,-0.23781
1325.0,1250.0,1400.0,6.1379,0.41416,-0.41416

#: d,,,4
#: $M_{D}$ [TeV],,,9
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,23.115,0.46947,-0.46947
295.0,280.0,310.0,17.832,0.39715,-0.39715
325.0,310.0,340.0,13.524,0.34452,-0.34452
355.0,340.0,370.0,11.197,0.3014,-0.3014
385.0,370.0,400.0,8.9756,0.26642,-0.26642
415.0,400.0,430.0,7.4047,0.24384,-0.24384
450.0,430.0,470.0,7.7525,0.25591,-0.25591
490.0,470.0,510.0,6.5443,0.22166,-0.22166
530.0,510.0,550.0,5.0552,0.19482,-0.19482
570.0,550.0,590.0,4.1754,0.17479,-0.17479
615.0,590.0,640.0,3.911,0.16997,-0.16997
665.0,640.0,690.0,3.2562,0.15735,-0.15735
715.0,690.0,740.0,2.6869,0.1386,-0.1386
765.0,740.0,790.0,1.9704,0.11916,-0.11916
815.0,790.0,840.0,1.4309,0.10104,-0.10104
870.0,840.0,900.0,1.5356,0.10543,-0.10543
930.0,900.0,960.0,1.2127,0.092489,-0.092489
990.0,960.0,1020.0,0.92472,0.080834,-0.080834
1055.0,1020.0,1090.0,0.7434,0.072721,-0.072721
1125.0,1090.0,1160.0,0.59982,0.066495,-0.066495
1205.0,1160.0,1250.0,0.54634,0.062124,-0.062124
1325.0,1250.0,1400.0,1.7362,0.11144,-0.11144

#: d,,,2
#: $M_{D}$ [TeV],,,10
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,321.01,6.6788,-6.6788
295.0,280.0,310.0,235.45,6.0049,-6.0049
325.0,310.0,340.0,180.88,4.9405,-4.9405
355.0,340.0,370.0,145.31,4.5006,-4.5006
385.0,370.0,400.0,103.62,3.6778,-3.6778
415.0,400.0,430.0,91.7,3.5301,-3.5301
450.0,430.0,470.0,97.205,3.5046,-3.5046
490.0,470.0,510.0,77.515,3.1866,-3.1866
530.0,510.0,550.0,61.407,2.7956,-2.7956
570.0,550.0,590.0,45.699,2.3879,-2.3879
615.0,590.0,640.0,44.809,2.367,-2.367
665.0,640.0,690.0,35.578,2.0634,-2.0634
715.0,690.0,740.0,25.542,1.782,-1.782
765.0,740.0,790.0,21.26,1.6113,-1.6113
815.0,790.0,840.0,13.55,1.2858,-1.2858
870.0,840.0,900.0,13.026,1.251,-1.251
930.0,900.0,960.0,12.721,1.2893,-1.2893
990.0,960.0,1020.0,6.9466,0.9439,-0.9439
1055.0,1020.0,1090.0,6.7745,0.8945,-0.8945
1125.0,1090.0,1160.0,5.3335,0.81583,-0.81583
1205.0,1160.0,1250.0,5.5764,0.81358,-0.81358
1325.0,1250.0,1400.0,11.42,1.1855,-1.1855

#: d,,,3
#: $M_{D}$ [TeV],,,10
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,53.812,1.0669,-1.0669
295.0,280.0,310.0,42.448,0.94706,-0.94706
325.0,310.0,340.0,34.142,0.83803,-0.83803
355.0,340.0,370.0,27.676,0.75004,-0.75004
385.0,370.0,400.0,22.387,0.67535,-0.67535
415.0,400.0,430.0,18.405,0.61123,-0.61123
450.0,430.0,470.0,18.697,0.61579,-0.61579
490.0,470.0,510.0,14.419,0.53634,-0.53634
530.0,510.0,550.0,11.298,0.47388,-0.47388
570.0,550.0,590.0,10.159,0.44928,-0.44928
615.0,590.0,640.0,8.9064,0.42177,-0.42177
665.0,640.0,690.0,6.748,0.36736,-0.36736
715.0,690.0,740.0,5.3407,0.32327,-0.32327
765.0,740.0,790.0,4.6978,0.30456,-0.30456
815.0,790.0,840.0,4.3704,0.29784,-0.29784
870.0,840.0,900.0,3.8164,0.2763,-0.2763
930.0,900.0,960.0,2.6738,0.23174,-0.23174
990.0,960.0,1020.0,2.1155,0.20619,-0.20619
1055.0,1020.0,1090.0,2.0293,0.19814,-0.19814
1125.0,1090.0,1160.0,1.1982,0.15056,-0.15056
1205.0,1160.0,1250.0,1.5679,0.1787,-0.1787
1325.0,1250.0,1400.0,3.1229,0.24716,-0.24716

#: d,,,4
#: $M_{D}$ [TeV],,,10
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,12.848,0.26204,-0.26204
295.0,280.0,310.0,10.577,0.2466,-0.2466
325.0,310.0,340.0,7.7946,0.19459,-0.19459
355.0,340.0,370.0,6.5748,0.17993,-0.17993
385.0,370.0,400.0,5.3491,0.15767,-0.15767
415.0,400.0,430.0,4.3035,0.14248,-0.14248
450.0,430.0,470.0,4.4881,0.14456,-0.14456
490.0,470.0,510.0,3.6333,0.13254,-0.13254
530.0,510.0,550.0,2.8023,0.11345,-0.11345
570.0,550.0,590.0,2.4747,0.10721,-0.10721
615.0,590.0,640.0,2.476,0.1065,-0.1065
665.0,640.0,690.0,1.8327,0.091087,-0.091087
715.0,690.0,740.0,1.5394,0.083256,-0.083256
765.0,740.0,790.0,1.1905,0.072701,-0.072701
815.0,790.0,840.0,0.96884,0.066092,-0.066092
870.0,840.0,900.0,0.97835,0.065844,-0.065844
930.0,900.0,960.0,0.69258,0.055949,-0.055949
990.0,960.0,1020.0,0.55368,0.048782,-0.048782
1055.0,1020.0,1090.0,0.50439,0.047429,-0.047429
1125.0,1090.0,1160.0,0.51845,0.04862,-0.04862
1205.0,1160.0,1250.0,0.37858,0.040512,-0.040512
1325.0,1250.0,1400.0,0.95684,0.065783,-0.065783

#: d,,,2
#: $M_{D}$ [TeV],,,11
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,218.62,4.5203,-4.5203
295.0,280.0,310.0,165.96,3.9609,-3.9609
325.0,310.0,340.0,122.52,3.3797,-3.3797
355.0,340.0,370.0,95.901,2.9392,-2.9392
385.0,370.0,400.0,79.608,2.6986,-2.6986
415.0,400.0,430.0,60.869,2.3465,-2.3465
450.0,430.0,470.0,67.502,2.4108,-2.4108
490.0,470.0,510.0,51.76,2.1433,-2.1433
530.0,510.0,550.0,40.231,1.8392,-1.8392
570.0,550.0,590.0,28.424,1.5521,-1.5521
615.0,590.0,640.0,28.902,1.53,-1.53
665.0,640.0,690.0,24.898,1.4493,-1.4493
715.0,690.0,740.0,18.07,1.2242,-1.2242
765.0,740.0,790.0,13.858,1.0588,-1.0588
815.0,790.0,840.0,11.748,0.99298,-0.99298
870.0,840.0,900.0,9.9527,0.91206,-0.91206
930.0,900.0,960.0,7.6238,0.78896,-0.78896
990.0,960.0,1020.0,6.7542,0.75424,-0.75424
1055.0,1020.0,1090.0,5.4016,0.66093,-0.66093
1125.0,1090.0,1160.0,4.0902,0.58791,-0.58791
1205.0,1160.0,1250.0,3.0879,0.51099,-0.51099
1325.0,1250.0,1400.0,8.39,0.82925,-0.82925

#: d,,,3
#: $M_{D}$ [TeV],,,11
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,31.843,0.63941,-0.63941
295.0,280.0,310.0,25.616,0.57748,-0.57748
325.0,310.0,340.0,20.582,0.51209,-0.51209
355.0,340.0,370.0,16.839,0.46372,-0.46372
385.0,370.0,400.0,13.533,0.41544,-0.41544
415.0,400.0,430.0,11.166,0.3726,-0.3726
450.0,430.0,470.0,11.697,0.38207,-0.38207
490.0,470.0,510.0,9.4252,0.34225,-0.34225
530.0,510.0,550.0,7.1826,0.29621,-0.29621
570.0,550.0,590.0,5.8974,0.26932,-0.26932
615.0,590.0,640.0,5.0932,0.24865,-0.24865
665.0,640.0,690.0,4.9403,0.24602,-0.24602
715.0,690.0,740.0,3.5872,0.20844,-0.20844
765.0,740.0,790.0,2.8947,0.18924,-0.18924
815.0,790.0,840.0,2.4139,0.17186,-0.17186
870.0,840.0,900.0,1.8839,0.1515,-0.1515
930.0,900.0,960.0,1.4707,0.13471,-0.13471
990.0,960.0,1020.0,1.3702,0.13047,-0.13047
1055.0,1020.0,1090.0,1.4459,0.13507,-0.13507
1125.0,1090.0,1160.0,0.73737,0.095015,-0.095015
1205.0,1160.0,1250.0,0.73715,0.095424,-0.095424
1325.0,1250.0,1400.0,2.2504,0.16634,-0.16634

#: d,,,4
#: $M_{D}$ [TeV],,,11
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,7.2166,0.14955,-0.14955
295.0,280.0,310.0,5.6455,0.12899,-0.12899
325.0,310.0,340.0,4.5188,0.11414,-0.11414
355.0,340.0,370.0,3.572,0.099754,-0.099754
385.0,370.0,400.0,3.044,0.09163,-0.09163
415.0,400.0,430.0,2.4712,0.083322,-0.083322
450.0,430.0,470.0,2.4742,0.080382,-0.080382
490.0,470.0,510.0,2.1476,0.074952,-0.074952
530.0,510.0,550.0,1.62,0.064938,-0.064938
570.0,550.0,590.0,1.377,0.058934,-0.058934
615.0,590.0,640.0,1.3382,0.058956,-0.058956
665.0,640.0,690.0,1.0253,0.050826,-0.050826
715.0,690.0,740.0,0.78813,0.044076,-0.044076
765.0,740.0,790.0,0.72727,0.04322,-0.04322
815.0,790.0,840.0,0.57194,0.038171,-0.038171
870.0,840.0,900.0,0.53381,0.036399,-0.036399
930.0,900.0,960.0,0.3482,0.029209,-0.029209
990.0,960.0,1020.0,0.33409,0.028841,-0.028841
1055.0,1020.0,1090.0,0.3159,0.027808,-0.027808
1125.0,1090.0,1160.0,0.19563,0.022044,-0.022044
1205.0,1160.0,1250.0,0.23712,0.024365,-0.024365
1325.0,1250.0,1400.0,0.53885,0.036526,-0.036526

#: d,,,2
#: $M_{D}$ [TeV],,,12
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,146.23,3.1208,-3.1208
295.0,280.0,310.0,110.5,2.6787,-2.6787
325.0,310.0,340.0,85.469,2.3329,-2.3329
355.0,340.0,370.0,71.026,2.1378,-2.1378
