#: table_doi: 10.17182/hepdata.106115.v2/t5
#: name: Signal templates, DMsimp, spin-1, Mono-V ($\tau_{21}$)
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_dmsimp,_spin-1,_mono-v_($\tau_{21}$).yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET JET
#: keyword cmenergies: 13000.0
#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1000.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,187.96,7.7035,-7.7035
325.0,300.0,350.0,192.97,8.2067,-8.2067
375.0,350.0,400.0,155.62,7.4914,-7.4914
450.0,400.0,500.0,185.28,8.2871,-8.2871
550.0,500.0,600.0,84.373,5.5885,-5.5885
675.0,600.0,750.0,51.429,4.3881,-4.3881
875.0,750.0,1000.0,29.602,3.1446,-3.1446

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1000.0
#: $m_{DM}$,,,300.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,115.34,4.6429,-4.6429
325.0,300.0,350.0,137.16,5.0164,-5.0164
375.0,350.0,400.0,106.13,4.6409,-4.6409
450.0,400.0,500.0,127.27,5.1841,-5.1841
550.0,500.0,600.0,55.942,3.4368,-3.4368
675.0,600.0,750.0,29.956,2.6091,-2.6091
875.0,750.0,1000.0,19.831,1.9325,-1.9325

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1000.0
#: $m_{DM}$,,,400.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,60.059,2.5003,-2.5003
325.0,300.0,350.0,68.774,2.7503,-2.7503
375.0,350.0,400.0,55.422,2.4173,-2.4173
450.0,400.0,500.0,63.872,2.7296,-2.7296
550.0,500.0,600.0,30.561,1.8824,-1.8824
675.0,600.0,750.0,18.54,1.4598,-1.4598
875.0,750.0,1000.0,9.9315,1.1027,-1.1027

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1000.0
#: $m_{DM}$,,,600.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,0.364,0.015497,-0.015497
325.0,300.0,350.0,0.41108,0.016869,-0.016869
375.0,350.0,400.0,0.35271,0.015586,-0.015586
450.0,400.0,500.0,0.45138,0.017899,-0.017899
550.0,500.0,600.0,0.2247,0.012512,-0.012512
675.0,600.0,750.0,0.1487,0.0099066,-0.0099066
875.0,750.0,1000.0,0.10075,0.0082655,-0.0082655

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,100.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,79.798,3.3443,-3.3443
325.0,300.0,350.0,74.384,3.3555,-3.3555
375.0,350.0,400.0,49.719,2.7668,-2.7668
450.0,400.0,500.0,48.708,2.7462,-2.7462
550.0,500.0,600.0,19.533,1.7286,-1.7286
675.0,600.0,750.0,8.5678,1.1568,-1.1568
875.0,750.0,1000.0,3.1161,0.75106,-0.75106

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,150.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,26.087,1.1216,-1.1216
325.0,300.0,350.0,26.748,1.1498,-1.1498
375.0,350.0,400.0,19.735,1.0095,-1.0095
450.0,400.0,500.0,20.962,1.0692,-1.0692
550.0,500.0,600.0,10.048,0.68635,-0.68635
675.0,600.0,750.0,4.0939,0.47822,-0.47822
875.0,750.0,1000.0,1.9967,0.33026,-0.33026

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
275.0,250.0,300.0,16593.0,869.8,-869.8
325.0,300.0,350.0,12971.0,782.18,-782.18
375.0,350.0,400.0,7179.3,603.72,-603.72
450.0,400.0,500.0,6217.3,511.88,-511.88
550.0,500.0,600.0,2187.7,293.28,-293.28
675.0,600.0,750.0,327.32,155.04,-155.04
875.0,750.0,1000.0,384.47,103.02,-103.02

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
