#: table_doi: 10.17182/hepdata.106115.v2/t30
#: name: Cut flow for Mono-V (high purity), Fermion portal
#: description: Unweighted signal acceptance times efficiency at every cut stage. The requirements called "HCAL mitigation" refer to the requirements imposed in the 2018 data set in order to mitigate the localized failure of the HCAL detector.
#: data_file: cut_flow_for_mono-v_(high_purity),_fermion_portal.yaml
#: keyword reactions: P P --> INVISIBLE JET JET
#: keyword phrases: Dark matter | DM | DMsimp | Simplified model
#: keyword cmenergies: 13000.0
#: $m_{\Phi}$ [GeV],1000.0
#: $m_{\chi}$ [GeV],400.0
#: $\lambda$,1.0
#: Mode,$\Phi\Phi\rightarrow \chi\chi j j$
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90814
$p_{T}^{miss} > 250$ GeV,0.72881
$p_{T}^{miss}$ quality filters,0.72671
Electron veto,0.72431
Muon veto,0.72204
Tau veto,0.70581
B jet veto,0.70581
Photon veto,0.69524
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.61783
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.61707
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.55951
Leading AK8 jet energy fractions,0.55951
Leading AK8 jet $65<m_{SD}<105$ GeV,0.07009
HCAL mitigation (jets),0.07009
HCAL mitigation ($\phi^{miss}$),0.07009
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.07009
Leading AK8 jet DeepAK8 tag (high-purity),0.0029914

#: $m_{\Phi}$ [GeV],300.0
#: $m_{\chi}$ [GeV],1.0
#: $\lambda$,1.0
#: Mode,$\Phi\Phi\rightarrow \chi\chi j j$
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.5588
$p_{T}^{miss} > 250$ GeV,0.16807
$p_{T}^{miss}$ quality filters,0.16768
Electron veto,0.1672
Muon veto,0.16673
Tau veto,0.16273
B jet veto,0.16273
Photon veto,0.16083
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.14205
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.14101
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.095987
Leading AK8 jet energy fractions,0.095987
Leading AK8 jet $65<m_{SD}<105$ GeV,0.015753
HCAL mitigation (jets),0.015753
HCAL mitigation ($\phi^{miss}$),0.015753
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.015731
Leading AK8 jet DeepAK8 tag (high-purity),0.00066236

#: $m_{\Phi}$ [GeV],1000.0
#: $m_{\chi}$ [GeV],400.0
#: $\lambda$,1.0
#: Mode,$\Phi\Phi\rightarrow \chi\chi j j$
#: Data-taking period,2018
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90293
$p_{T}^{miss} > 250$ GeV,0.72742
$p_{T}^{miss}$ quality filters,0.72562
Electron veto,0.72357
Muon veto,0.72145
Tau veto,0.70537
B jet veto,0.70537
Photon veto,0.69435
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.61927
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.61891
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.56132
Leading AK8 jet energy fractions,0.56132
Leading AK8 jet $65<m_{SD}<105$ GeV,0.071514
HCAL mitigation (jets),0.068027
HCAL mitigation ($\phi^{miss}$),0.061948
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.061915
Leading AK8 jet DeepAK8 tag (high-purity),0.0028354

#: $m_{\Phi}$ [GeV],1800.0
