#: table_doi: 10.17182/hepdata.106115.v2/t2
#: name: Signal templates, DMsimp, spin-0, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_dmsimp,_spin-0,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword cmenergies: 13000.0
#: Coupling type,,,Pseudoscalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
530.0,510.0,550.0,43.364,2.0296,-2.0296
570.0,550.0,590.0,26.058,1.5796,-1.5796
615.0,590.0,640.0,22.572,1.4677,-1.4677
665.0,640.0,690.0,13.82,1.1401,-1.1401
715.0,690.0,740.0,7.9613,0.86869,-0.86869
765.0,740.0,790.0,5.3887,0.70987,-0.70987
815.0,790.0,840.0,2.7457,0.50602,-0.50602
870.0,840.0,900.0,2.7015,0.50168,-0.50168
930.0,900.0,960.0,1.5307,0.39333,-0.39333
990.0,960.0,1020.0,0.75108,0.26616,-0.26616
1055.0,1020.0,1090.0,0.66192,0.25118,-0.25118
1125.0,1090.0,1160.0,0.31088,0.17761,-0.17761
1205.0,1160.0,1250.0,0.39092,0.19565,-0.19565
1325.0,1250.0,1400.0,0.28422,0.16415,-0.16415

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,55.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,39.207,0.27601,-0.27601
295.0,280.0,310.0,27.825,0.23348,-0.23348
325.0,310.0,340.0,18.989,0.19281,-0.19281
355.0,340.0,370.0,13.39,0.16211,-0.16211
385.0,370.0,400.0,9.229,0.13435,-0.13435
415.0,400.0,430.0,6.5254,0.11296,-0.11296
450.0,430.0,470.0,5.9079,0.10722,-0.10722
490.0,470.0,510.0,3.7981,0.086125,-0.086125
530.0,510.0,550.0,2.4803,0.069437,-0.069437
570.0,550.0,590.0,1.615,0.056058,-0.056058
615.0,590.0,640.0,1.3205,0.050691,-0.050691
665.0,640.0,690.0,0.82293,0.040197,-0.040197
715.0,690.0,740.0,0.48007,0.030842,-0.030842
765.0,740.0,790.0,0.35732,0.026613,-0.026613
815.0,790.0,840.0,0.23704,0.021477,-0.021477
870.0,840.0,900.0,0.17283,0.018355,-0.018355
930.0,900.0,960.0,0.10957,0.014374,-0.014374
990.0,960.0,1020.0,0.054408,0.010162,-0.010162
1055.0,1020.0,1090.0,0.047773,0.0098552,-0.0098552
1125.0,1090.0,1160.0,0.014216,0.0052105,-0.0052105
1205.0,1160.0,1250.0,0.02897,0.0077215,-0.0077215
1325.0,1250.0,1400.0,0.022434,0.0067836,-0.0067836

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,10.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1543.7,14.499,-14.499
295.0,280.0,310.0,923.13,11.246,-11.246
325.0,310.0,340.0,569.74,8.8486,-8.8486
355.0,340.0,370.0,360.93,7.0434,-7.0434
385.0,370.0,400.0,234.25,5.6735,-5.6735
415.0,400.0,430.0,148.18,4.5001,-4.5001
450.0,430.0,470.0,120.99,4.0664,-4.0664
490.0,470.0,510.0,76.809,3.2466,-3.2466
530.0,510.0,550.0,48.125,2.5706,-2.5706
570.0,550.0,590.0,29.132,2.0021,-2.0021
615.0,590.0,640.0,22.131,1.7446,-1.7446
665.0,640.0,690.0,14.264,1.3973,-1.3973
715.0,690.0,740.0,7.4455,1.0172,-1.0172
765.0,740.0,790.0,6.2075,0.92912,-0.92912
815.0,790.0,840.0,2.0858,0.51553,-0.51553
870.0,840.0,900.0,2.1889,0.54936,-0.54936
930.0,900.0,960.0,1.3362,0.42412,-0.42412
990.0,960.0,1020.0,1.6291,0.47075,-0.47075
1055.0,1020.0,1090.0,0.72917,0.29245,-0.29245
1125.0,1090.0,1160.0,0.44842,0.25897,-0.25897
1205.0,1160.0,1250.0,0.42798,0.24732,-0.24732
1325.0,1250.0,1400.0,0.57527,0.28029,-0.28029

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,10.0
#: $m_{DM}$,,,4.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1547.3,14.661,-14.661
295.0,280.0,310.0,947.66,11.518,-11.518
325.0,310.0,340.0,586.21,9.0568,-9.0568
355.0,340.0,370.0,371.49,7.2086,-7.2086
385.0,370.0,400.0,239.33,5.7879,-5.7879
415.0,400.0,430.0,156.26,4.6905,-4.6905
450.0,430.0,470.0,128.8,4.2486,-4.2486
490.0,470.0,510.0,77.663,3.2988,-3.2988
530.0,510.0,550.0,51.546,2.6932,-2.6932
570.0,550.0,590.0,31.605,2.1092,-2.1092
615.0,590.0,640.0,23.65,1.823,-1.823
665.0,640.0,690.0,14.173,1.4026,-1.4026
715.0,690.0,740.0,8.0143,1.0584,-1.0584
765.0,740.0,790.0,4.9817,0.83582,-0.83582
815.0,790.0,840.0,2.2505,0.56092,-0.56092
870.0,840.0,900.0,1.2561,0.41355,-0.41355
930.0,900.0,960.0,1.9037,0.5158,-0.5158
990.0,960.0,1020.0,0.44796,0.24362,-0.24362
1055.0,1020.0,1090.0,0.74316,0.33148,-0.33148
1125.0,1090.0,1160.0,0.27911,0.19739,-0.19739
1205.0,1160.0,1250.0,0.0,0,0
1325.0,1250.0,1400.0,0.13498,0.13498,-0.13498

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,10.0
#: $m_{DM}$,,,6.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,114.46,0.9563,-0.9563
295.0,280.0,310.0,74.046,0.77223,-0.77223
325.0,310.0,340.0,47.877,0.62114,-0.62114
355.0,340.0,370.0,32.04,0.5073,-0.5073
385.0,370.0,400.0,21.583,0.41664,-0.41664
415.0,400.0,430.0,14.412,0.34104,-0.34104
450.0,430.0,470.0,12.401,0.31467,-0.31467
490.0,470.0,510.0,8.2388,0.25733,-0.25733
530.0,510.0,550.0,5.348,0.20733,-0.20733
570.0,550.0,590.0,3.3708,0.16482,-0.16482
615.0,590.0,640.0,2.5734,0.1438,-0.1438
665.0,640.0,690.0,1.3652,0.10477,-0.10477
715.0,690.0,740.0,0.93673,0.086027,-0.086027
765.0,740.0,790.0,0.54042,0.065563,-0.065563
815.0,790.0,840.0,0.31432,0.050229,-0.050229
870.0,840.0,900.0,0.34704,0.053216,-0.053216
930.0,900.0,960.0,0.24102,0.044671,-0.044671
990.0,960.0,1020.0,0.0674,0.023344,-0.023344
1055.0,1020.0,1090.0,0.06028,0.021539,-0.021539
1125.0,1090.0,1160.0,0.026987,0.014679,-0.014679
1205.0,1160.0,1250.0,0.025443,0.014729,-0.014729
1325.0,1250.0,1400.0,0.016362,0.011572,-0.011572

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,200.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1052.6,7.4467,-7.4467
295.0,280.0,310.0,682.4,6.022,-6.022
325.0,310.0,340.0,448.99,4.8869,-4.8869
355.0,340.0,370.0,289.67,3.9184,-3.9184
385.0,370.0,400.0,186.7,3.1486,-3.1486
415.0,400.0,430.0,125.36,2.5858,-2.5858
450.0,430.0,470.0,111.82,2.4367,-2.4367
490.0,470.0,510.0,66.627,1.8777,-1.8777
530.0,510.0,550.0,43.789,1.5228,-1.5228
570.0,550.0,590.0,27.073,1.2018,-1.2018
615.0,590.0,640.0,21.671,1.0739,-1.0739
665.0,640.0,690.0,13.124,0.83271,-0.83271
715.0,690.0,740.0,7.8046,0.64646,-0.64646
765.0,740.0,790.0,5.015,0.51408,-0.51408
815.0,790.0,840.0,3.1136,0.40693,-0.40693
870.0,840.0,900.0,2.4409,0.35908,-0.35908
930.0,900.0,960.0,1.3001,0.26109,-0.26109
990.0,960.0,1020.0,1.5074,0.2893,-0.2893
1055.0,1020.0,1090.0,0.55872,0.16889,-0.16889
1125.0,1090.0,1160.0,0.36047,0.13767,-0.13767
1205.0,1160.0,1250.0,0.43499,0.15395,-0.15395
1325.0,1250.0,1400.0,0.16072,0.092864,-0.092864

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,300.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,824.86,5.442,-5.442
295.0,280.0,310.0,582.02,4.5861,-4.5861
325.0,310.0,340.0,404.56,3.8293,-3.8293
355.0,340.0,370.0,273.86,3.1475,-3.1475
385.0,370.0,400.0,183.52,2.5743,-2.5743
415.0,400.0,430.0,129.14,2.1619,-2.1619
450.0,430.0,470.0,115.4,2.0391,-2.0391
490.0,470.0,510.0,70.762,1.5983,-1.5983
530.0,510.0,550.0,44.368,1.2687,-1.2687
570.0,550.0,590.0,28.212,1.0083,-1.0083
615.0,590.0,640.0,20.762,0.86506,-0.86506
665.0,640.0,690.0,13.48,0.69517,-0.69517
715.0,690.0,740.0,8.6258,0.56049,-0.56049
765.0,740.0,790.0,4.784,0.41666,-0.41666
815.0,790.0,840.0,3.175,0.33956,-0.33956
870.0,840.0,900.0,2.5531,0.30338,-0.30338
930.0,900.0,960.0,2.1098,0.27931,-0.27931
990.0,960.0,1020.0,0.77845,0.16978,-0.16978
1055.0,1020.0,1090.0,0.52486,0.13633,-0.13633
1125.0,1090.0,1160.0,0.71294,0.1602,-0.1602
1205.0,1160.0,1250.0,0.41234,0.12474,-0.12474
1325.0,1250.0,1400.0,0.33799,0.11216,-0.11216

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,350.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,855.2,5.5227,-5.5227
295.0,280.0,310.0,611.35,4.6877,-4.6877
325.0,310.0,340.0,430.15,3.93,-3.93
355.0,340.0,370.0,303.56,3.2991,-3.2991
385.0,370.0,400.0,212.58,2.7596,-2.7596
415.0,400.0,430.0,148.58,2.3055,-2.3055
450.0,430.0,470.0,128.57,2.1439,-2.1439
490.0,470.0,510.0,81.028,1.702,-1.702
530.0,510.0,550.0,51.036,1.3518,-1.3518
570.0,550.0,590.0,32.594,1.0821,-1.0821
615.0,590.0,640.0,25.5,0.95953,-0.95953
665.0,640.0,690.0,15.379,0.74275,-0.74275
715.0,690.0,740.0,8.203,0.5437,-0.5437
765.0,740.0,790.0,5.4948,0.44736,-0.44736
815.0,790.0,840.0,3.6059,0.35873,-0.35873
870.0,840.0,900.0,2.2024,0.28198,-0.28198
930.0,900.0,960.0,1.6702,0.24288,-0.24288
990.0,960.0,1020.0,0.80455,0.16976,-0.16976
1055.0,1020.0,1090.0,0.38301,0.11433,-0.11433
1125.0,1090.0,1160.0,0.26969,0.097442,-0.097442
1205.0,1160.0,1250.0,0.34304,0.11431,-0.11431
1325.0,1250.0,1400.0,0.22915,0.091468,-0.091468

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,400.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,701.61,4.4766,-4.4766
295.0,280.0,310.0,519.18,3.8657,-3.8657
325.0,310.0,340.0,374.77,3.2846,-3.2846
355.0,340.0,370.0,264.92,2.7618,-2.7618
385.0,370.0,400.0,192.25,2.35,-2.35
415.0,400.0,430.0,136.31,1.9792,-1.9792
450.0,430.0,470.0,120.74,1.8608,-1.8608
490.0,470.0,510.0,79.307,1.5076,-1.5076
530.0,510.0,550.0,47.653,1.1676,-1.1676
570.0,550.0,590.0,30.147,0.92869,-0.92869
615.0,590.0,640.0,25.099,0.84773,-0.84773
665.0,640.0,690.0,14.757,0.65163,-0.65163
715.0,690.0,740.0,9.4141,0.52061,-0.52061
765.0,740.0,790.0,5.6125,0.40638,-0.40638
815.0,790.0,840.0,2.9641,0.29177,-0.29177
870.0,840.0,900.0,2.4606,0.26477,-0.26477
930.0,900.0,960.0,1.2044,0.18731,-0.18731
990.0,960.0,1020.0,0.83408,0.15404,-0.15404
1055.0,1020.0,1090.0,0.54928,0.12702,-0.12702
1125.0,1090.0,1160.0,0.25739,0.087145,-0.087145
1205.0,1160.0,1250.0,0.24083,0.085527,-0.085527
1325.0,1250.0,1400.0,0.4577,0.11851,-0.11851

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,450.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,493.66,3.0916,-3.0916
295.0,280.0,310.0,368.13,2.6798,-2.6798
325.0,310.0,340.0,274.32,2.3137,-2.3137
355.0,340.0,370.0,202.28,1.9854,-1.9854
385.0,370.0,400.0,152.17,1.7225,-1.7225
415.0,400.0,430.0,108.0,1.4508,-1.4508
450.0,430.0,470.0,100.63,1.398,-1.398
490.0,470.0,510.0,66.679,1.1398,-1.1398
530.0,510.0,550.0,42.23,0.90432,-0.90432
570.0,550.0,590.0,28.935,0.75025,-0.75025
615.0,590.0,640.0,20.151,0.62507,-0.62507
665.0,640.0,690.0,12.536,0.49313,-0.49313
715.0,690.0,740.0,7.7102,0.38846,-0.38846
765.0,740.0,790.0,4.5238,0.29762,-0.29762
815.0,790.0,840.0,2.8792,0.23914,-0.23914
870.0,840.0,900.0,2.3094,0.21231,-0.21231
930.0,900.0,960.0,1.2847,0.15964,-0.15964
990.0,960.0,1020.0,0.92702,0.13271,-0.13271
1055.0,1020.0,1090.0,0.47413,0.096984,-0.096984
1125.0,1090.0,1160.0,0.29069,0.077683,-0.077683
1205.0,1160.0,1250.0,0.30018,0.076418,-0.076418
1325.0,1250.0,1400.0,0.18401,0.05869,-0.05869

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,500.0
#: $m_{DM}$,,,150.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,252.11,1.5534,-1.5534
295.0,280.0,310.0,190.77,1.3559,-1.3559
325.0,310.0,340.0,145.28,1.1829,-1.1829
355.0,340.0,370.0,109.76,1.0293,-1.0293
385.0,370.0,400.0,84.119,0.90016,-0.90016
415.0,400.0,430.0,62.872,0.77795,-0.77795
450.0,430.0,470.0,58.389,0.74882,-0.74882
490.0,470.0,510.0,39.979,0.61978,-0.61978
530.0,510.0,550.0,27.963,0.51947,-0.51947
570.0,550.0,590.0,18.468,0.4215,-0.4215
615.0,590.0,640.0,13.297,0.35731,-0.35731
665.0,640.0,690.0,8.2804,0.28145,-0.28145
715.0,690.0,740.0,5.1626,0.22336,-0.22336
765.0,740.0,790.0,3.2476,0.17678,-0.17678
815.0,790.0,840.0,2.1102,0.14237,-0.14237
870.0,840.0,900.0,1.4066,0.11606,-0.11606
930.0,900.0,960.0,0.78502,0.086585,-0.086585
990.0,960.0,1020.0,0.62687,0.078864,-0.078864
1055.0,1020.0,1090.0,0.35445,0.057054,-0.057054
1125.0,1090.0,1160.0,0.21071,0.045868,-0.045868
1205.0,1160.0,1250.0,0.22263,0.046351,-0.046351
1325.0,1250.0,1400.0,0.20362,0.044589,-0.044589

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,500.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,334.9,2.0725,-2.0725
295.0,280.0,310.0,259.29,1.8319,-1.8319
325.0,310.0,340.0,193.92,1.5825,-1.5825
355.0,340.0,370.0,147.28,1.3797,-1.3797
385.0,370.0,400.0,110.2,1.193,-1.193
415.0,400.0,430.0,82.84,1.0337,-1.0337
450.0,430.0,470.0,79.756,1.0145,-1.0145
490.0,470.0,510.0,54.285,0.83635,-0.83635
530.0,510.0,550.0,33.45,0.65645,-0.65645
570.0,550.0,590.0,23.048,0.54452,-0.54452
615.0,590.0,640.0,17.99,0.4809,-0.4809
665.0,640.0,690.0,10.121,0.35981,-0.35981
715.0,690.0,740.0,6.0133,0.27771,-0.27771
765.0,740.0,790.0,3.8565,0.22309,-0.22309
815.0,790.0,840.0,2.4214,0.17644,-0.17644
870.0,840.0,900.0,1.6415,0.14457,-0.14457
930.0,900.0,960.0,1.401,0.13595,-0.13595
990.0,960.0,1020.0,0.72643,0.097131,-0.097131
1055.0,1020.0,1090.0,0.34385,0.066636,-0.066636
1125.0,1090.0,1160.0,0.26535,0.059205,-0.059205
1205.0,1160.0,1250.0,0.21048,0.051913,-0.051913
1325.0,1250.0,1400.0,0.16397,0.046085,-0.046085

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,500.0
#: $m_{DM}$,,,200.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,150.13,0.92185,-0.92185
295.0,280.0,310.0,114.31,0.80749,-0.80749
325.0,310.0,340.0,86.71,0.7033,-0.7033
355.0,340.0,370.0,65.291,0.61049,-0.61049
385.0,370.0,400.0,49.011,0.52807,-0.52807
415.0,400.0,430.0,37.743,0.46339,-0.46339
450.0,430.0,470.0,35.271,0.44747,-0.44747
490.0,470.0,510.0,24.493,0.37329,-0.37329
530.0,510.0,550.0,15.626,0.29826,-0.29826
570.0,550.0,590.0,10.796,0.24757,-0.24757
615.0,590.0,640.0,8.7066,0.2226,-0.2226
665.0,640.0,690.0,5.076,0.16982,-0.16982
715.0,690.0,740.0,3.1923,0.13403,-0.13403
765.0,740.0,790.0,1.8524,0.10299,-0.10299
815.0,790.0,840.0,1.2254,0.083896,-0.083896
870.0,840.0,900.0,0.91888,0.072405,-0.072405
930.0,900.0,960.0,0.49685,0.053308,-0.053308
990.0,960.0,1020.0,0.31946,0.042809,-0.042809
1055.0,1020.0,1090.0,0.20262,0.034159,-0.034159
1125.0,1090.0,1160.0,0.16045,0.030284,-0.030284
1205.0,1160.0,1250.0,0.060225,0.018283,-0.018283
1325.0,1250.0,1400.0,0.11332,0.025133,-0.025133

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,500.0
#: $m_{DM}$,,,225.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,72.117,0.44625,-0.44625
295.0,280.0,310.0,55.67,0.39387,-0.39387
325.0,310.0,340.0,42.06,0.34186,-0.34186
355.0,340.0,370.0,32.139,0.29914,-0.29914
385.0,370.0,400.0,24.306,0.25989,-0.25989
415.0,400.0,430.0,17.964,0.22323,-0.22323
450.0,430.0,470.0,17.468,0.22013,-0.22013
490.0,470.0,510.0,11.89,0.18134,-0.18134
530.0,510.0,550.0,8.0605,0.14933,-0.14933
570.0,550.0,590.0,5.1721,0.11981,-0.11981
615.0,590.0,640.0,4.2545,0.10845,-0.10845
665.0,640.0,690.0,2.585,0.084766,-0.084766
715.0,690.0,740.0,1.6348,0.06752,-0.06752
765.0,740.0,790.0,1.0608,0.05418,-0.05418
815.0,790.0,840.0,0.67453,0.043371,-0.043371
870.0,840.0,900.0,0.40297,0.03367,-0.03367
930.0,900.0,960.0,0.32821,0.03016,-0.03016
990.0,960.0,1020.0,0.16597,0.021468,-0.021468
1055.0,1020.0,1090.0,0.15809,0.020893,-0.020893
1125.0,1090.0,1160.0,0.07272,0.014341,-0.014341
1205.0,1160.0,1250.0,0.05786,0.012743,-0.012743
1325.0,1250.0,1400.0,0.066644,0.013702,-0.013702

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,500.0
#: $m_{DM}$,,,275.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.7898,0.011021,-0.011021
295.0,280.0,310.0,1.4644,0.010011,-0.010011
325.0,310.0,340.0,1.1732,0.0089591,-0.0089591
355.0,340.0,370.0,0.93137,0.0079858,-0.0079858
385.0,370.0,400.0,0.75461,0.0071811,-0.0071811
415.0,400.0,430.0,0.61205,0.0064674,-0.0064674
450.0,430.0,470.0,0.6301,0.0065608,-0.0065608
490.0,470.0,510.0,0.46898,0.0056536,-0.0056536
530.0,510.0,550.0,0.352,0.0048997,-0.0048997
570.0,550.0,590.0,0.26466,0.0042436,-0.0042436
615.0,590.0,640.0,0.23142,0.0039705,-0.0039705
665.0,640.0,690.0,0.1677,0.0033812,-0.0033812
715.0,690.0,740.0,0.10883,0.0027252,-0.0027252
765.0,740.0,790.0,0.079324,0.0023322,-0.0023322
815.0,790.0,840.0,0.052781,0.0018984,-0.0018984
870.0,840.0,900.0,0.042685,0.0016962,-0.0016962
930.0,900.0,960.0,0.026114,0.001336,-0.001336
990.0,960.0,1020.0,0.018743,0.001133,-0.001133
1055.0,1020.0,1090.0,0.013067,0.00094577,-0.00094577
1125.0,1090.0,1160.0,0.0086513,0.00076541,-0.00076541
1205.0,1160.0,1250.0,0.0057011,0.00062285,-0.00062285
1325.0,1250.0,1400.0,0.006692,0.00068699,-0.00068699

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,500.0
#: $m_{DM}$,,,50.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,321.75,2.0099,-2.0099
295.0,280.0,310.0,248.36,1.7739,-1.7739
325.0,310.0,340.0,188.62,1.5441,-1.5441
355.0,340.0,370.0,141.83,1.3396,-1.3396
385.0,370.0,400.0,106.91,1.1621,-1.1621
415.0,400.0,430.0,80.456,1.0073,-1.0073
450.0,430.0,470.0,76.362,0.98133,-0.98133
490.0,470.0,510.0,52.763,0.81567,-0.81567
530.0,510.0,550.0,33.716,0.65108,-0.65108
570.0,550.0,590.0,22.931,0.53629,-0.53629
615.0,590.0,640.0,17.637,0.47139,-0.47139
665.0,640.0,690.0,10.611,0.3647,-0.3647
715.0,690.0,740.0,6.0923,0.27709,-0.27709
765.0,740.0,790.0,3.6664,0.21459,-0.21459
815.0,790.0,840.0,2.5728,0.18047,-0.18047
870.0,840.0,900.0,1.75,0.14762,-0.14762
930.0,900.0,960.0,1.172,0.12145,-0.12145
990.0,960.0,1020.0,0.60055,0.086604,-0.086604
1055.0,1020.0,1090.0,0.54405,0.083449,-0.083449
1125.0,1090.0,1160.0,0.3335,0.066159,-0.066159
1205.0,1160.0,1250.0,0.19374,0.049199,-0.049199
1325.0,1250.0,1400.0,0.15949,0.043449,-0.043449

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,50.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1465.0,13.162,-13.162
295.0,280.0,310.0,887.61,10.287,-10.287
325.0,310.0,340.0,545.4,8.0638,-8.0638
355.0,340.0,370.0,341.62,6.3848,-6.3848
385.0,370.0,400.0,228.15,5.2252,-5.2252
415.0,400.0,430.0,149.72,4.2128,-4.2128
450.0,430.0,470.0,122.87,3.8136,-3.8136
490.0,470.0,510.0,70.89,2.9043,-2.9043
530.0,510.0,550.0,50.867,2.4558,-2.4558
570.0,550.0,590.0,30.218,1.8956,-1.8956
615.0,590.0,640.0,23.131,1.6621,-1.6621
665.0,640.0,690.0,12.811,1.2339,-1.2339
715.0,690.0,740.0,7.8576,0.96744,-0.96744
765.0,740.0,790.0,5.8996,0.83094,-0.83094
815.0,790.0,840.0,2.5631,0.54503,-0.54503
870.0,840.0,900.0,2.0618,0.49525,-0.49525
930.0,900.0,960.0,0.82782,0.31663,-0.31663
990.0,960.0,1020.0,1.4429,0.41717,-0.41717
1055.0,1020.0,1090.0,0.1211,0.1211,-0.1211
1125.0,1090.0,1160.0,0.12679,0.12679,-0.12679
1205.0,1160.0,1250.0,0.50239,0.25394,-0.25394
1325.0,1250.0,1400.0,0.3737,0.21624,-0.21624

#: Coupling type,,,Scalar
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,50.0
#: $m_{DM}$,,,20.0
#: $g_{q}$,,,1.0
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1489.1,13.426,-13.426
295.0,280.0,310.0,910.47,10.552,-10.552
325.0,310.0,340.0,566.73,8.3115,-8.3115
355.0,340.0,370.0,348.19,6.5227,-6.5227
385.0,370.0,400.0,230.13,5.3089,-5.3089
415.0,400.0,430.0,151.24,4.3031,-4.3031
450.0,430.0,470.0,124.76,3.9038,-3.9038
490.0,470.0,510.0,77.04,3.0663,-3.0663
530.0,510.0,550.0,42.777,2.2868,-2.2868
570.0,550.0,590.0,31.579,1.9603,-1.9603
615.0,590.0,640.0,21.744,1.6171,-1.6171
665.0,640.0,690.0,13.805,1.2993,-1.2993
715.0,690.0,740.0,7.675,0.96323,-0.96323
765.0,740.0,790.0,4.811,0.75956,-0.75956
815.0,790.0,840.0,3.7694,0.67167,-0.67167
870.0,840.0,900.0,2.1076,0.50569,-0.50569
930.0,900.0,960.0,0.82789,0.31367,-0.31367
990.0,960.0,1020.0,1.7196,0.46011,-0.46011
