#: table_doi: 10.17182/hepdata.106115.v2/t32
#: name: Cut flow for Mono-V (high purity), DM, spin-1 mediator
#: description: Unweighted signal acceptance times efficiency at every cut stage. The requirements called "HCAL mitigation" refer to the requirements imposed in the 2018 data set in order to mitigate the localized failure of the HCAL detector.
#: data_file: cut_flow_for_mono-v_(high_purity),_dm,_spin-1_mediator.yaml
#: keyword reactions: P P --> INVISIBLE JET JET
#: keyword phrases: Dark matter | DM | DMsimp | Simplified model
#: keyword cmenergies: 13000.0
#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,2000.0
#: $m_{DM}$,800.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
#: $m_{med}$,2500.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90022
$p_{T}^{miss} > 250$ GeV,0.46431
$p_{T}^{miss}$ quality filters,0.46338
Electron veto,0.46239
Muon veto,0.46112
Tau veto,0.45141
B jet veto,0.45141
Photon veto,0.44739
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.41669
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.41498
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.30625
Leading AK8 jet energy fractions,0.30625
Leading AK8 jet $65<m_{SD}<105$ GeV,0.037926
HCAL mitigation (jets),0.037926
HCAL mitigation ($\phi^{miss}$),0.037926
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.03792
Leading AK8 jet DeepAK8 tag (high-purity),0.0011645

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,100.0
#: $m_{DM}$,60.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.85648
$p_{T}^{miss} > 250$ GeV,0.22141
$p_{T}^{miss}$ quality filters,0.22111
Electron veto,0.22057
Muon veto,0.21991
Tau veto,0.21447
B jet veto,0.21447
Photon veto,0.21308
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.1948
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.19357
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.12489
Leading AK8 jet energy fractions,0.12489
Leading AK8 jet $65<m_{SD}<105$ GeV,0.013007
HCAL mitigation (jets),0.013007
HCAL mitigation ($\phi^{miss}$),0.013007
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.013004
Leading AK8 jet DeepAK8 tag (high-purity),0.00067758

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,1250.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89693
$p_{T}^{miss} > 250$ GeV,0.42861
$p_{T}^{miss}$ quality filters,0.42786
Electron veto,0.42696
Muon veto,0.42598
Tau veto,0.41691
B jet veto,0.41691
Photon veto,0.41366
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.38436
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.38266
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.28065
Leading AK8 jet energy fractions,0.28065
Leading AK8 jet $65<m_{SD}<105$ GeV,0.034003
HCAL mitigation (jets),0.034003
HCAL mitigation ($\phi^{miss}$),0.034003
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.034003
Leading AK8 jet DeepAK8 tag (high-purity),0.0012467

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,250.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.86853
$p_{T}^{miss} > 250$ GeV,0.25528
$p_{T}^{miss}$ quality filters,0.25493
Electron veto,0.25431
Muon veto,0.25348
Tau veto,0.24743
B jet veto,0.24743
Photon veto,0.24585
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.22603
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.22478
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.15029
Leading AK8 jet energy fractions,0.15029
Leading AK8 jet $65<m_{SD}<105$ GeV,0.016294
HCAL mitigation (jets),0.016294
HCAL mitigation ($\phi^{miss}$),0.016294
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.016294
Leading AK8 jet DeepAK8 tag (high-purity),0.00077804

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,2000.0
#: $m_{DM}$,1100.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90091
$p_{T}^{miss} > 250$ GeV,0.46988
$p_{T}^{miss}$ quality filters,0.46898
Electron veto,0.46793
Muon veto,0.46677
Tau veto,0.45707
B jet veto,0.45707
Photon veto,0.45283
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.42252
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.4207
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.31723
Leading AK8 jet energy fractions,0.31723
Leading AK8 jet $65<m_{SD}<105$ GeV,0.039836
HCAL mitigation (jets),0.039836
HCAL mitigation ($\phi^{miss}$),0.039836
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.039836
Leading AK8 jet DeepAK8 tag (high-purity),0.0011097

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,1500.0
#: $m_{DM}$,600.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89944
$p_{T}^{miss} > 250$ GeV,0.44726
$p_{T}^{miss}$ quality filters,0.44638
Electron veto,0.44546
Muon veto,0.44415
Tau veto,0.43503
B jet veto,0.43503
Photon veto,0.43135
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.40054
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.39883
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.29798
Leading AK8 jet energy fractions,0.29798
Leading AK8 jet $65<m_{SD}<105$ GeV,0.036566
HCAL mitigation (jets),0.036566
HCAL mitigation ($\phi^{miss}$),0.036566
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.036566
Leading AK8 jet DeepAK8 tag (high-purity),0.0011689

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,100.0
#: $m_{DM}$,200.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.88778
$p_{T}^{miss} > 250$ GeV,0.35703
$p_{T}^{miss}$ quality filters,0.35644
Electron veto,0.35574
Muon veto,0.35476
Tau veto,0.34704
B jet veto,0.34704
Photon veto,0.34479
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.31851
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.31704
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.22781
Leading AK8 jet energy fractions,0.22781
Leading AK8 jet $65<m_{SD}<105$ GeV,0.025612
HCAL mitigation (jets),0.025612
HCAL mitigation ($\phi^{miss}$),0.025612
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.025603
Leading AK8 jet DeepAK8 tag (high-purity),0.001043

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,500.0
#: $m_{DM}$,200.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.88662
$p_{T}^{miss} > 250$ GeV,0.34455
$p_{T}^{miss}$ quality filters,0.34405
Electron veto,0.34329
Muon veto,0.34229
Tau veto,0.33468
B jet veto,0.33468
Photon veto,0.33249
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.30751
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.30607
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.2196
Leading AK8 jet energy fractions,0.2196
Leading AK8 jet $65<m_{SD}<105$ GeV,0.02409
HCAL mitigation (jets),0.02409
HCAL mitigation ($\phi^{miss}$),0.02409
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.024086
Leading AK8 jet DeepAK8 tag (high-purity),0.00094523

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,2500.0
#: $m_{DM}$,1000.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90069
$p_{T}^{miss} > 250$ GeV,0.47335
$p_{T}^{miss}$ quality filters,0.47242
Electron veto,0.47137
Muon veto,0.46997
Tau veto,0.46029
B jet veto,0.46029
Photon veto,0.45611
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.42539
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.42361
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.31808
Leading AK8 jet energy fractions,0.31808
Leading AK8 jet $65<m_{SD}<105$ GeV,0.039124
HCAL mitigation (jets),0.039124
HCAL mitigation ($\phi^{miss}$),0.039124
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.039118
Leading AK8 jet DeepAK8 tag (high-purity),0.0013128

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,250.0
#: $m_{DM}$,100.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.87074
$p_{T}^{miss} > 250$ GeV,0.25974
$p_{T}^{miss}$ quality filters,0.25938
Electron veto,0.25886
Muon veto,0.25814
Tau veto,0.25209
B jet veto,0.25209
Photon veto,0.25057
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23037
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.22911
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.15348
Leading AK8 jet energy fractions,0.15348
Leading AK8 jet $65<m_{SD}<105$ GeV,0.016212
HCAL mitigation (jets),0.016212
HCAL mitigation ($\phi^{miss}$),0.016212
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.016212
Leading AK8 jet DeepAK8 tag (high-purity),0.00072571

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,1750.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89885
$p_{T}^{miss} > 250$ GeV,0.4468
$p_{T}^{miss}$ quality filters,0.44613
Electron veto,0.44522
Muon veto,0.44401
Tau veto,0.43459
B jet veto,0.43459
Photon veto,0.43092
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.4018
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.40006
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.29387
Leading AK8 jet energy fractions,0.29387
Leading AK8 jet $65<m_{SD}<105$ GeV,0.036115
HCAL mitigation (jets),0.036115
HCAL mitigation ($\phi^{miss}$),0.036115
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.036106
Leading AK8 jet DeepAK8 tag (high-purity),0.0011953

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,1500.0
#: $m_{DM}$,600.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89878
$p_{T}^{miss} > 250$ GeV,0.44507
$p_{T}^{miss}$ quality filters,0.44416
Electron veto,0.44329
Muon veto,0.44207
Tau veto,0.43301
B jet veto,0.43301
Photon veto,0.42924
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.39919
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.39753
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.29686
Leading AK8 jet energy fractions,0.29686
Leading AK8 jet $65<m_{SD}<105$ GeV,0.036641
HCAL mitigation (jets),0.036641
HCAL mitigation ($\phi^{miss}$),0.036641
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.036641
Leading AK8 jet DeepAK8 tag (high-purity),0.0012596

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,100.0
#: $m_{DM}$,40.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.84635
$p_{T}^{miss} > 250$ GeV,0.18303
$p_{T}^{miss}$ quality filters,0.18286
Electron veto,0.18239
Muon veto,0.18184
Tau veto,0.1773
B jet veto,0.1773
Photon veto,0.17625
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.16045
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.15929
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.097492
Leading AK8 jet energy fractions,0.097492
Leading AK8 jet $65<m_{SD}<105$ GeV,0.010069
HCAL mitigation (jets),0.010069
HCAL mitigation ($\phi^{miss}$),0.010069
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.010069
Leading AK8 jet DeepAK8 tag (high-purity),0.00053423

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,2500.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89933
$p_{T}^{miss} > 250$ GeV,0.46013
$p_{T}^{miss}$ quality filters,0.45928
Electron veto,0.45836
Muon veto,0.45712
Tau veto,0.44757
B jet veto,0.44757
Photon veto,0.44352
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.41351
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.41173
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.30352
Leading AK8 jet energy fractions,0.30352
Leading AK8 jet $65<m_{SD}<105$ GeV,0.037711
HCAL mitigation (jets),0.037711
HCAL mitigation ($\phi^{miss}$),0.037711
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.037708
Leading AK8 jet DeepAK8 tag (high-purity),0.0011795

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,2000.0
#: $m_{DM}$,1400.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90179
$p_{T}^{miss} > 250$ GeV,0.48783
$p_{T}^{miss}$ quality filters,0.48684
Electron veto,0.48582
Muon veto,0.48448
Tau veto,0.47417
B jet veto,0.47417
Photon veto,0.46987
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.43883
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.4369
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.32594
Leading AK8 jet energy fractions,0.32594
Leading AK8 jet $65<m_{SD}<105$ GeV,0.040578
HCAL mitigation (jets),0.040578
HCAL mitigation ($\phi^{miss}$),0.040578
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.040575
Leading AK8 jet DeepAK8 tag (high-purity),0.0011538

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,100.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.84336
$p_{T}^{miss} > 250$ GeV,0.18074
$p_{T}^{miss}$ quality filters,0.1805
Electron veto,0.18002
Muon veto,0.17949
Tau veto,0.175
B jet veto,0.175
Photon veto,0.17392
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.15822
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.15698
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.09612
Leading AK8 jet energy fractions,0.09612
Leading AK8 jet $65<m_{SD}<105$ GeV,0.010145
HCAL mitigation (jets),0.010145
HCAL mitigation ($\phi^{miss}$),0.010145
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.010136
Leading AK8 jet DeepAK8 tag (high-purity),0.00044628

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,250.0
#: $m_{DM}$,100.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.86927
$p_{T}^{miss} > 250$ GeV,0.25559
$p_{T}^{miss}$ quality filters,0.25525
Electron veto,0.25464
Muon veto,0.25397
Tau veto,0.24789
B jet veto,0.24789
Photon veto,0.24632
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.2266
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.22533
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.15083
Leading AK8 jet energy fractions,0.15083
Leading AK8 jet $65<m_{SD}<105$ GeV,0.016317
HCAL mitigation (jets),0.016317
HCAL mitigation ($\phi^{miss}$),0.016317
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.016317
Leading AK8 jet DeepAK8 tag (high-purity),0.00083271

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,2000.0
#: $m_{DM}$,1400.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.90155
$p_{T}^{miss} > 250$ GeV,0.48339
$p_{T}^{miss}$ quality filters,0.48236
Electron veto,0.48128
Muon veto,0.48002
Tau veto,0.46977
B jet veto,0.46977
Photon veto,0.46547
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.43464
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.43279
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.32486
Leading AK8 jet energy fractions,0.32486
Leading AK8 jet $65<m_{SD}<105$ GeV,0.040876
HCAL mitigation (jets),0.040876
HCAL mitigation ($\phi^{miss}$),0.040876
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.040873
Leading AK8 jet DeepAK8 tag (high-purity),0.0011056

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,2000.0
#: $m_{DM}$,1.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89835
$p_{T}^{miss} > 250$ GeV,0.45225
$p_{T}^{miss}$ quality filters,0.45138
Electron veto,0.45047
Muon veto,0.44917
Tau veto,0.43972
B jet veto,0.43972
Photon veto,0.43576
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.40619
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.40451
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.29762
Leading AK8 jet energy fractions,0.29762
Leading AK8 jet $65<m_{SD}<105$ GeV,0.036625
HCAL mitigation (jets),0.036625
HCAL mitigation ($\phi^{miss}$),0.036625
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.036619
Leading AK8 jet DeepAK8 tag (high-purity),0.0011106

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,2500.0
#: $m_{DM}$,750.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89933
$p_{T}^{miss} > 250$ GeV,0.46943
$p_{T}^{miss}$ quality filters,0.46863
Electron veto,0.46767
Muon veto,0.46638
Tau veto,0.45664
B jet veto,0.45664
Photon veto,0.45255
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.42271
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.42084
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.31264
Leading AK8 jet energy fractions,0.31264
Leading AK8 jet $65<m_{SD}<105$ GeV,0.038862
HCAL mitigation (jets),0.038862
HCAL mitigation ($\phi^{miss}$),0.038862
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.038856
Leading AK8 jet DeepAK8 tag (high-purity),0.0011004

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,1000.0
#: $m_{DM}$,300.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.89652
$p_{T}^{miss} > 250$ GeV,0.41514
$p_{T}^{miss}$ quality filters,0.41442
Electron veto,0.41348
Muon veto,0.41232
Tau veto,0.40341
B jet veto,0.40341
Photon veto,0.40027
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.37082
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.36912
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.27189
Leading AK8 jet energy fractions,0.27189
Leading AK8 jet $65<m_{SD}<105$ GeV,0.031387
HCAL mitigation (jets),0.031387
HCAL mitigation ($\phi^{miss}$),0.031387
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.031387
Leading AK8 jet DeepAK8 tag (high-purity),0.001171

#: Coupling,Vector
#: Mode,$\chi\chi+j$
#: $m_{med}$,100.0
#: $m_{DM}$,45.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
#: Data-taking period,2017
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.84446
$p_{T}^{miss} > 250$ GeV,0.18131
$p_{T}^{miss}$ quality filters,0.18104
Electron veto,0.18057
Muon veto,0.18011
Tau veto,0.17555
B jet veto,0.17555
Photon veto,0.17459
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.15862
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.15732
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.096458
Leading AK8 jet energy fractions,0.096458
Leading AK8 jet $65<m_{SD}<105$ GeV,0.0099731
HCAL mitigation (jets),0.0099731
HCAL mitigation ($\phi^{miss}$),0.0099731
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.0099674
Leading AK8 jet DeepAK8 tag (high-purity),0.00049651

#: Coupling,Axial
#: Mode,$\chi\chi+j$
#: $m_{med}$,250.0
#: $m_{DM}$,150.0
#: $g_{\chi}$,1.0
#: $g_{q}$,0.25
