#: table_doi: 10.17182/hepdata.106115.v2/t4
#: name: Signal templates, LQ, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_lq,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword cmenergies: 13000.0
#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.67195,0.039581,-0.039581
295.0,280.0,310.0,0.69226,0.040621,-0.040621
325.0,310.0,340.0,0.63466,0.039069,-0.039069
355.0,340.0,370.0,0.55726,0.037363,-0.037363
385.0,370.0,400.0,0.58584,0.0374,-0.0374
415.0,400.0,430.0,0.58641,0.037564,-0.037564
450.0,430.0,470.0,0.74105,0.042337,-0.042337
490.0,470.0,510.0,0.81187,0.044822,-0.044822
530.0,510.0,550.0,0.7376,0.042362,-0.042362
570.0,550.0,590.0,0.8043,0.044114,-0.044114
615.0,590.0,640.0,1.0353,0.050662,-0.050662
665.0,640.0,690.0,1.2147,0.054616,-0.054616
715.0,690.0,740.0,1.2243,0.055462,-0.055462
765.0,740.0,790.0,1.2467,0.0553,-0.0553
815.0,790.0,840.0,1.2796,0.056719,-0.056719
870.0,840.0,900.0,1.7097,0.064852,-0.064852
930.0,900.0,960.0,1.638,0.063222,-0.063222
990.0,960.0,1020.0,1.7254,0.065362,-0.065362
1055.0,1020.0,1090.0,2.1433,0.072405,-0.072405
1125.0,1090.0,1160.0,1.9844,0.070047,-0.070047
1205.0,1160.0,1250.0,1.8593,0.06812,-0.06812
1325.0,1250.0,1400.0,3.7761,0.10231,-0.10231

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2250
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.4048,0.075866,-0.075866
295.0,280.0,310.0,1.3531,0.074083,-0.074083
325.0,310.0,340.0,1.167,0.069154,-0.069154
355.0,340.0,370.0,1.2915,0.072249,-0.072249
385.0,370.0,400.0,1.2367,0.07141,-0.07141
415.0,400.0,430.0,1.0533,0.06416,-0.06416
450.0,430.0,470.0,1.4437,0.077148,-0.077148
490.0,470.0,510.0,1.3001,0.072587,-0.072587
530.0,510.0,550.0,1.3415,0.075732,-0.075732
570.0,550.0,590.0,1.4029,0.075749,-0.075749
615.0,590.0,640.0,1.6006,0.081811,-0.081811
665.0,640.0,690.0,1.6256,0.081779,-0.081779
715.0,690.0,740.0,1.6951,0.085557,-0.085557
765.0,740.0,790.0,1.921,0.088595,-0.088595
815.0,790.0,840.0,1.9632,0.09048,-0.09048
870.0,840.0,900.0,2.3866,0.10044,-0.10044
930.0,900.0,960.0,2.8885,0.10958,-0.10958
990.0,960.0,1020.0,2.5829,0.10473,-0.10473
1055.0,1020.0,1090.0,2.8132,0.10956,-0.10956
1125.0,1090.0,1160.0,2.5091,0.10342,-0.10342
1205.0,1160.0,1250.0,2.696,0.10857,-0.10857
1325.0,1250.0,1400.0,5.053,0.16135,-0.16135

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,2500
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.78668,0.040502,-0.040502
295.0,280.0,310.0,0.73421,0.039457,-0.039457
325.0,310.0,340.0,0.68316,0.038216,-0.038216
355.0,340.0,370.0,0.68566,0.038599,-0.038599
385.0,370.0,400.0,0.57265,0.034892,-0.034892
415.0,400.0,430.0,0.57232,0.034922,-0.034922
450.0,430.0,470.0,0.61561,0.036243,-0.036243
490.0,470.0,510.0,0.61977,0.036028,-0.036028
530.0,510.0,550.0,0.60117,0.036411,-0.036411
570.0,550.0,590.0,0.57449,0.035917,-0.035917
615.0,590.0,640.0,0.80984,0.042887,-0.042887
665.0,640.0,690.0,0.71567,0.039796,-0.039796
715.0,690.0,740.0,0.63507,0.037727,-0.037727
765.0,740.0,790.0,0.79502,0.042348,-0.042348
815.0,790.0,840.0,0.76941,0.041995,-0.041995
870.0,840.0,900.0,0.9163,0.045146,-0.045146
930.0,900.0,960.0,1.1074,0.049366,-0.049366
990.0,960.0,1020.0,1.136,0.050378,-0.050378
1055.0,1020.0,1090.0,1.2772,0.053683,-0.053683
1125.0,1090.0,1160.0,1.2524,0.052787,-0.052787
1205.0,1160.0,1250.0,1.47,0.057465,-0.057465
1325.0,1250.0,1400.0,3.8026,0.098226,-0.098226

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,500
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,540.06,6.7158,-6.7158
295.0,280.0,310.0,555.83,6.8316,-6.8316
325.0,310.0,340.0,551.44,6.814,-6.814
355.0,340.0,370.0,537.12,6.7402,-6.7402
385.0,370.0,400.0,510.79,6.5719,-6.5719
415.0,400.0,430.0,469.65,6.3061,-6.3061
450.0,430.0,470.0,518.14,6.6344,-6.6344
490.0,470.0,510.0,375.19,5.6426,-5.6426
530.0,510.0,550.0,255.35,4.6554,-4.6554
570.0,550.0,590.0,142.54,3.4579,-3.4579
615.0,590.0,640.0,105.65,2.9928,-2.9928
665.0,640.0,690.0,56.783,2.1919,-2.1919
715.0,690.0,740.0,34.072,1.7084,-1.7084
765.0,740.0,790.0,19.275,1.2928,-1.2928
815.0,790.0,840.0,12.817,1.0379,-1.0379
870.0,840.0,900.0,9.5587,0.89594,-0.89594
930.0,900.0,960.0,4.7034,0.6414,-0.6414
990.0,960.0,1020.0,3.6407,0.57634,-0.57634
1055.0,1020.0,1090.0,2.413,0.46433,-0.46433
1125.0,1090.0,1160.0,0.81349,0.24324,-0.24324
1205.0,1160.0,1250.0,1.1396,0.31944,-0.31944
1325.0,1250.0,1400.0,0.58811,0.2181,-0.2181

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,500
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,568.9,6.9447,-6.9447
295.0,280.0,310.0,567.71,6.9777,-6.9777
325.0,310.0,340.0,562.38,6.9305,-6.9305
355.0,340.0,370.0,552.43,6.8833,-6.8833
385.0,370.0,400.0,521.61,6.6882,-6.6882
415.0,400.0,430.0,470.59,6.3622,-6.3622
450.0,430.0,470.0,526.31,6.7321,-6.7321
490.0,470.0,510.0,389.11,5.7881,-5.7881
530.0,510.0,550.0,243.19,4.5696,-4.5696
570.0,550.0,590.0,150.99,3.5835,-3.5835
615.0,590.0,640.0,101.31,2.9628,-2.9628
665.0,640.0,690.0,58.294,2.2346,-2.2346
715.0,690.0,740.0,33.481,1.7104,-1.7104
765.0,740.0,790.0,21.169,1.3582,-1.3582
815.0,790.0,840.0,12.221,1.0249,-1.0249
870.0,840.0,900.0,9.9641,0.93912,-0.93912
930.0,900.0,960.0,5.2992,0.67316,-0.67316
990.0,960.0,1020.0,2.6854,0.48091,-0.48091
1055.0,1020.0,1090.0,2.2395,0.42974,-0.42974
1125.0,1090.0,1160.0,1.7662,0.40197,-0.40197
1205.0,1160.0,1250.0,1.146,0.34426,-0.34426
1325.0,1250.0,1400.0,0.97522,0.28632,-0.28632

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,25.576,0.55576,-0.55576
295.0,280.0,310.0,27.433,0.5782,-0.5782
325.0,310.0,340.0,27.9,0.58798,-0.58798
355.0,340.0,370.0,30.359,0.61306,-0.61306
385.0,370.0,400.0,31.635,0.62342,-0.62342
415.0,400.0,430.0,30.458,0.61457,-0.61457
450.0,430.0,470.0,41.521,0.71582,-0.71582
490.0,470.0,510.0,39.606,0.69666,-0.69666
530.0,510.0,550.0,39.263,0.69699,-0.69699
570.0,550.0,590.0,38.057,0.68632,-0.68632
615.0,590.0,640.0,44.071,0.73762,-0.73762
665.0,640.0,690.0,37.274,0.67568,-0.67568
715.0,690.0,740.0,28.885,0.59916,-0.59916
765.0,740.0,790.0,20.81,0.51031,-0.51031
815.0,790.0,840.0,12.013,0.3856,-0.3856
870.0,840.0,900.0,8.2298,0.3193,-0.3193
930.0,900.0,960.0,4.6147,0.24384,-0.24384
990.0,960.0,1020.0,3.2017,0.19857,-0.19857
1055.0,1020.0,1090.0,1.8605,0.15394,-0.15394
1125.0,1090.0,1160.0,1.1155,0.12213,-0.12213
1205.0,1160.0,1250.0,0.97646,0.11056,-0.11056
1325.0,1250.0,1400.0,0.77148,0.10161,-0.10161

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,30.631,0.59492,-0.59492
295.0,280.0,310.0,33.613,0.62914,-0.62914
325.0,310.0,340.0,34.314,0.63605,-0.63605
355.0,340.0,370.0,34.599,0.63805,-0.63805
385.0,370.0,400.0,35.785,0.65018,-0.65018
415.0,400.0,430.0,36.12,0.64981,-0.64981
450.0,430.0,470.0,45.855,0.73277,-0.73277
490.0,470.0,510.0,43.558,0.71452,-0.71452
530.0,510.0,550.0,42.088,0.70471,-0.70471
570.0,550.0,590.0,39.032,0.67882,-0.67882
615.0,590.0,640.0,44.759,0.7245,-0.7245
665.0,640.0,690.0,38.573,0.67648,-0.67648
715.0,690.0,740.0,30.266,0.59918,-0.59918
765.0,740.0,790.0,20.363,0.48898,-0.48898
815.0,790.0,840.0,13.243,0.39469,-0.39469
870.0,840.0,900.0,8.2049,0.31471,-0.31471
930.0,900.0,960.0,4.922,0.24499,-0.24499
990.0,960.0,1020.0,3.0668,0.19181,-0.19181
1055.0,1020.0,1090.0,1.967,0.15201,-0.15201
1125.0,1090.0,1160.0,1.3955,0.1338,-0.1338
1205.0,1160.0,1250.0,1.018,0.11287,-0.11287
1325.0,1250.0,1400.0,1.0355,0.11271,-0.11271

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,750
#: Data-taking period,,,2017
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,67.093,1.1312,-1.1312
295.0,280.0,310.0,72.119,1.1792,-1.1792
325.0,310.0,340.0,77.062,1.2167,-1.2167
355.0,340.0,370.0,78.044,1.2313,-1.2313
385.0,370.0,400.0,74.821,1.2036,-1.2036
415.0,400.0,430.0,70.793,1.1692,-1.1692
450.0,430.0,470.0,78.787,1.235,-1.235
490.0,470.0,510.0,67.909,1.147,-1.147
530.0,510.0,550.0,59.423,1.0673,-1.0673
570.0,550.0,590.0,52.056,1.003,-1.003
615.0,590.0,640.0,52.853,1.008,-1.008
665.0,640.0,690.0,44.344,0.92586,-0.92586
715.0,690.0,740.0,34.055,0.81475,-0.81475
765.0,740.0,790.0,23.196,0.66438,-0.66438
815.0,790.0,840.0,15.316,0.54676,-0.54676
870.0,840.0,900.0,11.242,0.47116,-0.47116
930.0,900.0,960.0,6.4754,0.3514,-0.3514
990.0,960.0,1020.0,4.1387,0.28689,-0.28689
1055.0,1020.0,1090.0,3.0632,0.24499,-0.24499
1125.0,1090.0,1160.0,2.0753,0.20469,-0.20469
1205.0,1160.0,1250.0,1.5168,0.17317,-0.17317
1325.0,1250.0,1400.0,1.9598,0.1974,-0.1974

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,2.8924,0.12278,-0.12278
295.0,280.0,310.0,3.3803,0.13051,-0.13051
325.0,310.0,340.0,3.9492,0.14312,-0.14312
355.0,340.0,370.0,3.9842,0.14365,-0.14365
385.0,370.0,400.0,4.7411,0.15685,-0.15685
415.0,400.0,430.0,4.5294,0.15183,-0.15183
450.0,430.0,470.0,6.3978,0.18255,-0.18255
490.0,470.0,510.0,7.8937,0.20098,-0.20098
530.0,510.0,550.0,7.6696,0.19917,-0.19917
570.0,550.0,590.0,7.2543,0.19435,-0.19435
615.0,590.0,640.0,8.1945,0.20664,-0.20664
665.0,640.0,690.0,8.3484,0.20785,-0.20785
715.0,690.0,740.0,7.4571,0.19846,-0.19846
765.0,740.0,790.0,6.5672,0.18516,-0.18516
815.0,790.0,840.0,6.5255,0.18574,-0.18574
870.0,840.0,900.0,6.8242,0.18888,-0.18888
930.0,900.0,960.0,5.3603,0.16829,-0.16829
990.0,960.0,1020.0,3.5848,0.13867,-0.13867
1055.0,1020.0,1090.0,2.9531,0.12611,-0.12611
1125.0,1090.0,1160.0,1.6396,0.093539,-0.093539
1205.0,1160.0,1250.0,1.0535,0.075383,-0.075383
1325.0,1250.0,1400.0,1.2581,0.087188,-0.087188

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,8.0415,0.28746,-0.28746
295.0,280.0,310.0,9.6463,0.31534,-0.31534
325.0,310.0,340.0,10.533,0.32946,-0.32946
355.0,340.0,370.0,11.749,0.3526,-0.3526
385.0,370.0,400.0,13.006,0.36965,-0.36965
415.0,400.0,430.0,14.239,0.38363,-0.38363
450.0,430.0,470.0,18.704,0.44159,-0.44159
490.0,470.0,510.0,22.044,0.4775,-0.4775
530.0,510.0,550.0,20.668,0.46357,-0.46357
570.0,550.0,590.0,17.848,0.43075,-0.43075
615.0,590.0,640.0,18.076,0.43462,-0.43462
665.0,640.0,690.0,13.804,0.38262,-0.38262
715.0,690.0,740.0,11.31,0.34509,-0.34509
765.0,740.0,790.0,10.199,0.32763,-0.32763
815.0,790.0,840.0,8.9738,0.30885,-0.30885
870.0,840.0,900.0,8.8305,0.30525,-0.30525
930.0,900.0,960.0,6.8896,0.26915,-0.26915
990.0,960.0,1020.0,4.7281,0.22295,-0.22295
1055.0,1020.0,1090.0,3.9588,0.20619,-0.20619
1125.0,1090.0,1160.0,2.1348,0.15194,-0.15194
1205.0,1160.0,1250.0,1.5292,0.1353,-0.1353
1325.0,1250.0,1400.0,2.25,0.15471,-0.15471

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1000
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,26.484,0.87829,-0.87829
295.0,280.0,310.0,30.063,0.94245,-0.94245
325.0,310.0,340.0,36.845,1.0474,-1.0474
355.0,340.0,370.0,42.392,1.1326,-1.1326
385.0,370.0,400.0,44.004,1.1484,-1.1484
415.0,400.0,430.0,47.113,1.187,-1.187
450.0,430.0,470.0,64.597,1.4016,-1.4016
490.0,470.0,510.0,71.897,1.4667,-1.4667
530.0,510.0,550.0,64.504,1.3875,-1.3875
570.0,550.0,590.0,54.064,1.2603,-1.2603
615.0,590.0,640.0,54.565,1.2777,-1.2777
665.0,640.0,690.0,39.195,1.0863,-1.0863
715.0,690.0,740.0,30.364,0.95164,-0.95164
765.0,740.0,790.0,22.436,0.82251,-0.82251
815.0,790.0,840.0,17.368,0.72716,-0.72716
870.0,840.0,900.0,15.14,0.67682,-0.67682
930.0,900.0,960.0,11.616,0.58593,-0.58593
990.0,960.0,1020.0,9.0697,0.52956,-0.52956
1055.0,1020.0,1090.0,5.8086,0.4118,-0.4118
1125.0,1090.0,1160.0,3.8836,0.33993,-0.33993
1205.0,1160.0,1250.0,3.2859,0.30996,-0.30996
1325.0,1250.0,1400.0,5.0956,0.39328,-0.39328

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1250
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.2237,0.05635,-0.05635
295.0,280.0,310.0,1.4345,0.061258,-0.061258
325.0,310.0,340.0,1.5649,0.064176,-0.064176
355.0,340.0,370.0,1.9556,0.071643,-0.071643
385.0,370.0,400.0,2.0378,0.074551,-0.074551
415.0,400.0,430.0,2.4179,0.079793,-0.079793
450.0,430.0,470.0,3.6427,0.098391,-0.098391
490.0,470.0,510.0,4.8598,0.11369,-0.11369
530.0,510.0,550.0,5.1021,0.11606,-0.11606
570.0,550.0,590.0,5.3437,0.11898,-0.11898
615.0,590.0,640.0,6.0674,0.12653,-0.12653
665.0,640.0,690.0,5.2536,0.11771,-0.11771
715.0,690.0,740.0,4.4072,0.10775,-0.10775
765.0,740.0,790.0,3.6023,0.098677,-0.098677
815.0,790.0,840.0,2.7747,0.085895,-0.085895
870.0,840.0,900.0,2.6554,0.084374,-0.084374
930.0,900.0,960.0,2.1406,0.076122,-0.076122
990.0,960.0,1020.0,1.7977,0.070348,-0.070348
1055.0,1020.0,1090.0,1.7701,0.07026,-0.07026
1125.0,1090.0,1160.0,1.3378,0.061192,-0.061192
1205.0,1160.0,1250.0,1.1534,0.057157,-0.057157
1325.0,1250.0,1400.0,1.6874,0.069837,-0.069837

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1250
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,4.6808,0.19819,-0.19819
295.0,280.0,310.0,5.5123,0.21618,-0.21618
325.0,310.0,340.0,5.784,0.2225,-0.2225
355.0,340.0,370.0,6.6762,0.23671,-0.23671
385.0,370.0,400.0,7.9279,0.26006,-0.26006
415.0,400.0,430.0,8.5156,0.27147,-0.27147
450.0,430.0,470.0,13.085,0.33448,-0.33448
490.0,470.0,510.0,16.686,0.37818,-0.37818
530.0,510.0,550.0,18.348,0.39562,-0.39562
570.0,550.0,590.0,18.281,0.39355,-0.39355
615.0,590.0,640.0,22.55,0.43868,-0.43868
665.0,640.0,690.0,19.332,0.4044,-0.4044
715.0,690.0,740.0,14.995,0.3587,-0.3587
765.0,740.0,790.0,11.759,0.31939,-0.31939
815.0,790.0,840.0,8.8671,0.27948,-0.27948
870.0,840.0,900.0,7.8623,0.2601,-0.2601
930.0,900.0,960.0,5.6672,0.22061,-0.22061
990.0,960.0,1020.0,4.3005,0.19678,-0.19678
1055.0,1020.0,1090.0,3.7298,0.18264,-0.18264
1125.0,1090.0,1160.0,2.5972,0.15157,-0.15157
1205.0,1160.0,1250.0,2.2788,0.14329,-0.14329
1325.0,1250.0,1400.0,3.7164,0.17952,-0.17952

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1250
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,9.1869,0.3834,-0.3834
295.0,280.0,310.0,10.074,0.40765,-0.40765
325.0,310.0,340.0,11.339,0.43297,-0.43297
355.0,340.0,370.0,13.729,0.47689,-0.47689
385.0,370.0,400.0,15.285,0.50403,-0.50403
415.0,400.0,430.0,16.677,0.52586,-0.52586
450.0,430.0,470.0,27.068,0.6713,-0.6713
490.0,470.0,510.0,34.666,0.76144,-0.76144
530.0,510.0,550.0,36.181,0.77903,-0.77903
570.0,550.0,590.0,35.394,0.76445,-0.76445
615.0,590.0,640.0,42.017,0.83041,-0.83041
665.0,640.0,690.0,35.588,0.7685,-0.7685
715.0,690.0,740.0,28.285,0.68236,-0.68236
765.0,740.0,790.0,22.486,0.60828,-0.60828
815.0,790.0,840.0,15.524,0.51047,-0.51047
870.0,840.0,900.0,14.413,0.49249,-0.49249
930.0,900.0,960.0,10.718,0.42377,-0.42377
990.0,960.0,1020.0,7.0438,0.34637,-0.34637
1055.0,1020.0,1090.0,6.5067,0.32923,-0.32923
1125.0,1090.0,1160.0,4.6218,0.27696,-0.27696
1205.0,1160.0,1250.0,3.9032,0.26308,-0.26308
1325.0,1250.0,1400.0,6.2392,0.33224,-0.33224

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1500
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.97231,0.076261,-0.076261
295.0,280.0,310.0,1.1589,0.082706,-0.082706
325.0,310.0,340.0,1.2889,0.08628,-0.08628
355.0,340.0,370.0,1.4785,0.093651,-0.093651
385.0,370.0,400.0,1.5397,0.094979,-0.094979
415.0,400.0,430.0,1.9367,0.10728,-0.10728
450.0,430.0,470.0,2.791,0.12804,-0.12804
490.0,470.0,510.0,3.9294,0.15152,-0.15152
530.0,510.0,550.0,4.2487,0.15776,-0.15776
570.0,550.0,590.0,4.9173,0.16886,-0.16886
615.0,590.0,640.0,6.5204,0.19413,-0.19413
665.0,640.0,690.0,7.1463,0.20534,-0.20534
715.0,690.0,740.0,6.7672,0.19933,-0.19933
765.0,740.0,790.0,5.8189,0.18309,-0.18309
815.0,790.0,840.0,4.963,0.16958,-0.16958
870.0,840.0,900.0,4.9498,0.16985,-0.16985
930.0,900.0,960.0,3.5636,0.14344,-0.14344
990.0,960.0,1020.0,2.6472,0.12371,-0.12371
1055.0,1020.0,1090.0,2.2558,0.1142,-0.1142
1125.0,1090.0,1160.0,1.527,0.096958,-0.096958
1205.0,1160.0,1250.0,1.4123,0.090325,-0.090325
1325.0,1250.0,1400.0,2.3693,0.11917,-0.11917

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1500
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,2.2628,0.15871,-0.15871
295.0,280.0,310.0,2.1863,0.15547,-0.15547
325.0,310.0,340.0,3.0462,0.18624,-0.18624
355.0,340.0,370.0,3.1284,0.18976,-0.18976
385.0,370.0,400.0,3.1477,0.18999,-0.18999
415.0,400.0,430.0,3.8048,0.20809,-0.20809
450.0,430.0,470.0,5.8292,0.25631,-0.25631
490.0,470.0,510.0,7.65,0.29636,-0.29636
530.0,510.0,550.0,8.4184,0.31087,-0.31087
570.0,550.0,590.0,9.4602,0.32579,-0.32579
615.0,590.0,640.0,12.414,0.37807,-0.37807
665.0,640.0,690.0,13.082,0.38762,-0.38762
715.0,690.0,740.0,12.859,0.38314,-0.38314
765.0,740.0,790.0,11.248,0.3584,-0.3584
815.0,790.0,840.0,10.141,0.33864,-0.33864
870.0,840.0,900.0,9.1542,0.32292,-0.32292
930.0,900.0,960.0,7.1096,0.28704,-0.28704
990.0,960.0,1020.0,4.9433,0.23804,-0.23804
1055.0,1020.0,1090.0,4.1931,0.22203,-0.22203
1125.0,1090.0,1160.0,2.9408,0.18487,-0.18487
1205.0,1160.0,1250.0,2.3898,0.16629,-0.16629
1325.0,1250.0,1400.0,4.1501,0.22246,-0.22246

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,1500
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,5.1367,0.35029,-0.35029
295.0,280.0,310.0,5.4704,0.3645,-0.3645
325.0,310.0,340.0,5.7702,0.37337,-0.37337
355.0,340.0,370.0,7.9268,0.4407,-0.4407
385.0,370.0,400.0,7.5718,0.42713,-0.42713
415.0,400.0,430.0,8.6487,0.45757,-0.45757
450.0,430.0,470.0,11.629,0.5353,-0.5353
490.0,470.0,510.0,17.742,0.66567,-0.66567
530.0,510.0,550.0,18.729,0.67485,-0.67485
570.0,550.0,590.0,19.215,0.69425,-0.69425
615.0,590.0,640.0,27.773,0.83197,-0.83197
665.0,640.0,690.0,26.934,0.81776,-0.81776
715.0,690.0,740.0,25.846,0.80105,-0.80105
765.0,740.0,790.0,23.722,0.76301,-0.76301
815.0,790.0,840.0,19.41,0.70045,-0.70045
870.0,840.0,900.0,18.8,0.69524,-0.69524
930.0,900.0,960.0,14.266,0.59855,-0.59855
990.0,960.0,1020.0,9.7969,0.49795,-0.49795
1055.0,1020.0,1090.0,8.1201,0.45847,-0.45847
1125.0,1090.0,1160.0,6.0064,0.38602,-0.38602
1205.0,1160.0,1250.0,4.8394,0.36334,-0.36334
1325.0,1250.0,1400.0,9.1133,0.51108,-0.51108

#: $\lambda$,,,0
#: $m_{LQ}$ [GeV],,,1750
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.70761,0.056825,-0.056825
295.0,280.0,310.0,0.82654,0.060694,-0.060694
325.0,310.0,340.0,0.82626,0.061095,-0.061095
355.0,340.0,370.0,0.80052,0.059213,-0.059213
385.0,370.0,400.0,0.79888,0.059357,-0.059357
415.0,400.0,430.0,0.90936,0.063356,-0.063356
450.0,430.0,470.0,1.4652,0.08103,-0.08103
490.0,470.0,510.0,2.0305,0.094265,-0.094265
530.0,510.0,550.0,2.1245,0.097627,-0.097627
570.0,550.0,590.0,2.7407,0.10906,-0.10906
615.0,590.0,640.0,3.6038,0.12614,-0.12614
665.0,640.0,690.0,3.9329,0.1318,-0.1318
715.0,690.0,740.0,4.4747,0.14037,-0.14037
765.0,740.0,790.0,4.5443,0.14099,-0.14099
815.0,790.0,840.0,4.2502,0.13601,-0.13601
870.0,840.0,900.0,4.918,0.14803,-0.14803
930.0,900.0,960.0,4.0849,0.13533,-0.13533
990.0,960.0,1020.0,3.1722,0.1188,-0.1188
1055.0,1020.0,1090.0,2.7793,0.11288,-0.11288
1125.0,1090.0,1160.0,2.0868,0.096679,-0.096679
1205.0,1160.0,1250.0,1.6328,0.085915,-0.085915
1325.0,1250.0,1400.0,3.1434,0.12276,-0.12276

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,1750
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1.8566,0.1372,-0.1372
295.0,280.0,310.0,2.0226,0.14096,-0.14096
325.0,310.0,340.0,1.833,0.13314,-0.13314
355.0,340.0,370.0,1.9767,0.13797,-0.13797
385.0,370.0,400.0,2.3082,0.15247,-0.15247
415.0,400.0,430.0,2.5585,0.15823,-0.15823
450.0,430.0,470.0,3.4981,0.18353,-0.18353
490.0,470.0,510.0,4.6641,0.21431,-0.21431
530.0,510.0,550.0,5.0211,0.22204,-0.22204
570.0,550.0,590.0,5.1283,0.22538,-0.22538
615.0,590.0,640.0,7.5951,0.27339,-0.27339
665.0,640.0,690.0,8.415,0.28897,-0.28897
715.0,690.0,740.0,8.3544,0.2886,-0.2886
765.0,740.0,790.0,8.5933,0.29055,-0.29055
815.0,790.0,840.0,8.7087,0.29114,-0.29114
870.0,840.0,900.0,10.223,0.3179,-0.3179
930.0,900.0,960.0,8.616,0.28997,-0.28997
990.0,960.0,1020.0,6.8243,0.25913,-0.25913
1055.0,1020.0,1090.0,5.9609,0.24486,-0.24486
1125.0,1090.0,1160.0,4.2304,0.20701,-0.20701
1205.0,1160.0,1250.0,3.2236,0.18127,-0.18127
1325.0,1250.0,1400.0,5.8137,0.26452,-0.26452

#: $\lambda$,,,1
#: $m_{LQ}$ [GeV],,,1750
#: Data-taking period,,,2018
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
