#: table_doi: 10.17182/hepdata.106115.v2/t15
#: name: Simplified likelihood: Yields (Monojet)
#: description: Background prediction and observed data yields in the signal region bins. The background yields are obtained from the background-only fit to the corresponding control regions, and serve as input to the simplified likelihood reinterpretation scheme.
#: data_file: simplified_likelihood:_yields_(monojet).yaml
#: keyword cmenergies: 13000.0
Bin,Background yield
monojet_2016_bin0,135004.8633
monojet_2016_bin1,73681.17188
monojet_2016_bin2,42448.17627
monojet_2016_bin3,25541.23718
monojet_2016_bin4,15454.10522
monojet_2016_bin5,10162.67578
monojet_2016_bin6,8473.070068
monojet_2016_bin7,4853.264771
monojet_2016_bin8,2960.103455
monojet_2016_bin9,1906.687012
monojet_2016_bin10,1498.361874
monojet_2016_bin11,839.2151833
monojet_2016_bin12,523.393774
monojet_2016_bin13,322.8404999
monojet_2016_bin14,221.0696697
monojet_2016_bin15,167.221384
monojet_2016_bin16,106.2168646
monojet_2016_bin17,87.38325834
monojet_2016_bin18,52.36919761
monojet_2016_bin19,24.69706476
monojet_2016_bin20,25.22828668
monojet_2016_bin21,26.60783306
monojet_2017_bin0,169737.7734
monojet_2017_bin1,93266.63818
monojet_2017_bin2,54175.54321
monojet_2017_bin3,32232.16919
monojet_2017_bin4,19798.24585
monojet_2017_bin5,12816.66046
monojet_2017_bin6,10626.91895
monojet_2017_bin7,6407.873535
monojet_2017_bin8,3903.657227
monojet_2017_bin9,2519.861908
monojet_2017_bin10,1929.788399
monojet_2017_bin11,1181.808949
monojet_2017_bin12,713.7919903
monojet_2017_bin13,456.2266827
monojet_2017_bin14,294.6278095
monojet_2017_bin15,231.1669064
monojet_2017_bin16,146.4085865
monojet_2017_bin17,87.26129293
monojet_2017_bin18,69.26482379
monojet_2017_bin19,32.26833493
monojet_2017_bin20,30.64801991
monojet_2017_bin21,37.35177219
monojet_2018_bin0,178470.1172
monojet_2018_bin1,97428.42041
monojet_2018_bin2,55592.1936
monojet_2018_bin3,33037.12646
monojet_2018_bin4,20714.72168
monojet_2018_bin5,13209.00696
monojet_2018_bin6,10991.22192
monojet_2018_bin7,7836.975708
monojet_2018_bin8,4914.64386
monojet_2018_bin9,3065.690918
monojet_2018_bin10,2428.390121
monojet_2018_bin11,1441.82806
monojet_2018_bin12,903.5198212
monojet_2018_bin13,603.2915592
monojet_2018_bin14,385.5468988
monojet_2018_bin15,271.7485714
monojet_2018_bin16,176.4562798
monojet_2018_bin17,117.7774644
monojet_2018_bin18,75.91881871
monojet_2018_bin19,48.49774301
monojet_2018_bin20,35.87580353
monojet_2018_bin21,53.36183757

Bin,Data yield
monojet_2016_bin0,136865
monojet_2016_bin1,74340
monojet_2016_bin2,42540
monojet_2016_bin3,25316
monojet_2016_bin4,15653
monojet_2016_bin5,10092
monojet_2016_bin6,8298
monojet_2016_bin7,4906
monojet_2016_bin8,2987
monojet_2016_bin9,2032
monojet_2016_bin10,1514
monojet_2016_bin11,926
monojet_2016_bin12,557
monojet_2016_bin13,316
monojet_2016_bin14,233
monojet_2016_bin15,172
monojet_2016_bin16,101
monojet_2016_bin17,65
monojet_2016_bin18,46
monojet_2016_bin19,26
monojet_2016_bin20,31
monojet_2016_bin21,29
monojet_2017_bin0,176171
monojet_2017_bin1,96067
monojet_2017_bin2,54789
monojet_2017_bin3,32767
monojet_2017_bin4,20209
monojet_2017_bin5,12910
monojet_2017_bin6,10653
monojet_2017_bin7,6487
monojet_2017_bin8,3955
monojet_2017_bin9,2587
monojet_2017_bin10,1957
monojet_2017_bin11,1151
monojet_2017_bin12,721
monojet_2017_bin13,455
monojet_2017_bin14,298
monojet_2017_bin15,244
monojet_2017_bin16,146
monojet_2017_bin17,89
monojet_2017_bin18,65
monojet_2017_bin19,39
monojet_2017_bin20,35
monojet_2017_bin21,40
monojet_2018_bin0,191829
monojet_2018_bin1,104522
monojet_2018_bin2,59398
monojet_2018_bin3,35833
monojet_2018_bin4,21854
monojet_2018_bin5,14266
monojet_2018_bin6,11730
monojet_2018_bin7,8639
monojet_2018_bin8,5406
monojet_2018_bin9,3285
monojet_2018_bin10,2671
monojet_2018_bin11,1613
monojet_2018_bin12,965
monojet_2018_bin13,640
monojet_2018_bin14,424
monojet_2018_bin15,319
monojet_2018_bin16,191
monojet_2018_bin17,117
monojet_2018_bin18,96
monojet_2018_bin19,55
monojet_2018_bin20,43
monojet_2018_bin21,70

