#: table_doi: 10.17182/hepdata.106115.v2/t1
#: name: Signal templates, DMsimp, spin-1, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_dmsimp,_spin-1,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword cmenergies: 13000.0
#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1000.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
1055.0,1020.0,1090.0,0.15572,0.010645,-0.010645
1125.0,1090.0,1160.0,0.1138,0.0089139,-0.0089139
1205.0,1160.0,1250.0,0.087482,0.0085945,-0.0085945
1325.0,1250.0,1400.0,0.20339,0.012184,-0.012184

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,100.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1423.5,16.083,-16.083
295.0,280.0,310.0,994.74,13.542,-13.542
325.0,310.0,340.0,693.53,11.376,-11.376
355.0,340.0,370.0,504.13,9.6722,-9.6722
385.0,370.0,400.0,351.47,8.1407,-8.1407
415.0,400.0,430.0,276.77,7.106,-7.106
450.0,430.0,470.0,257.23,6.9031,-6.9031
490.0,470.0,510.0,179.03,5.6634,-5.6634
530.0,510.0,550.0,120.01,4.7596,-4.7596
570.0,550.0,590.0,81.207,3.9383,-3.9383
615.0,590.0,640.0,73.723,3.7569,-3.7569
665.0,640.0,690.0,51.135,3.0109,-3.0109
715.0,690.0,740.0,38.91,2.605,-2.605
765.0,740.0,790.0,20.209,2.0138,-2.0138
815.0,790.0,840.0,17.631,1.7505,-1.7505
870.0,840.0,900.0,10.822,1.5332,-1.5332
930.0,900.0,960.0,8.4698,1.2933,-1.2933
990.0,960.0,1020.0,5.3001,1.0672,-1.0672
1055.0,1020.0,1090.0,4.9769,0.95537,-0.95537
1125.0,1090.0,1160.0,3.8273,0.80941,-0.80941
1205.0,1160.0,1250.0,2.3756,0.6413,-0.6413
1325.0,1250.0,1400.0,3.4959,0.83246,-0.83246

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,150.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,481.86,5.3722,-5.3722
295.0,280.0,310.0,335.51,4.6033,-4.6033
325.0,310.0,340.0,249.1,3.9609,-3.9609
355.0,340.0,370.0,186.18,3.4511,-3.4511
385.0,370.0,400.0,146.41,2.982,-2.982
415.0,400.0,430.0,102.3,2.5738,-2.5738
450.0,430.0,470.0,109.51,2.5951,-2.5951
490.0,470.0,510.0,71.891,2.1729,-2.1729
530.0,510.0,550.0,53.541,1.859,-1.859
570.0,550.0,590.0,38.464,1.5926,-1.5926
615.0,590.0,640.0,33.354,1.4955,-1.4955
665.0,640.0,690.0,23.881,1.2606,-1.2606
715.0,690.0,740.0,16.045,1.0255,-1.0255
765.0,740.0,790.0,10.735,0.87194,-0.87194
815.0,790.0,840.0,9.1287,0.76518,-0.76518
870.0,840.0,900.0,7.1319,0.70216,-0.70216
930.0,900.0,960.0,4.872,0.57848,-0.57848
990.0,960.0,1020.0,3.2398,0.46545,-0.46545
1055.0,1020.0,1090.0,1.8485,0.4066,-0.4066
1125.0,1090.0,1160.0,1.8834,0.33343,-0.33343
1205.0,1160.0,1250.0,1.4649,0.30257,-0.30257
1325.0,1250.0,1400.0,1.5134,0.37859,-0.37859

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,337320.0,4472.7,-4472.7
295.0,280.0,310.0,200990.0,3443.0,-3443.0
325.0,310.0,340.0,124330.0,2677.3,-2677.3
355.0,340.0,370.0,79128.0,2129.8,-2129.8
385.0,370.0,400.0,51243.0,1703.4,-1703.4
415.0,400.0,430.0,33891.0,1400.5,-1400.5
450.0,430.0,470.0,28842.0,1282.2,-1282.2
490.0,470.0,510.0,18238.0,1008.2,-1008.2
530.0,510.0,550.0,10309.0,800.68,-800.68
570.0,550.0,590.0,7583.8,681.5,-681.5
615.0,590.0,640.0,6287.7,578.35,-578.35
665.0,640.0,690.0,2597.7,438.76,-438.76
715.0,690.0,740.0,2023.7,364.22,-364.22
765.0,740.0,790.0,1100.0,313.14,-313.14
815.0,790.0,840.0,873.87,226.99,-226.99
870.0,840.0,900.0,826.25,208.06,-208.06
930.0,900.0,960.0,471.44,147.89,-147.89
990.0,960.0,1020.0,324.37,122.11,-122.11
1055.0,1020.0,1090.0,321.17,136.01,-136.01
1125.0,1090.0,1160.0,158.37,82.904,-82.904
1205.0,1160.0,1250.0,126.66,55.431,-55.431
1325.0,1250.0,1400.0,222.47,88.543,-88.543

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,200.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,196.75,2.2994,-2.2994
295.0,280.0,310.0,145.19,1.9964,-1.9964
325.0,310.0,340.0,112.82,1.742,-1.742
355.0,340.0,370.0,83.074,1.5261,-1.5261
385.0,370.0,400.0,64.437,1.3536,-1.3536
415.0,400.0,430.0,48.669,1.1862,-1.1862
450.0,430.0,470.0,46.995,1.1967,-1.1967
490.0,470.0,510.0,35.8,1.0269,-1.0269
530.0,510.0,550.0,26.716,0.88317,-0.88317
570.0,550.0,590.0,19.596,0.76437,-0.76437
615.0,590.0,640.0,18.114,0.73453,-0.73453
665.0,640.0,690.0,10.398,0.61296,-0.61296
715.0,690.0,740.0,9.7155,0.52808,-0.52808
765.0,740.0,790.0,6.8461,0.45454,-0.45454
815.0,790.0,840.0,4.4718,0.38802,-0.38802
870.0,840.0,900.0,3.7766,0.35738,-0.35738
930.0,900.0,960.0,2.7929,0.29433,-0.29433
990.0,960.0,1020.0,2.087,0.25616,-0.25616
1055.0,1020.0,1090.0,1.8499,0.23252,-0.23252
1125.0,1090.0,1160.0,1.0424,0.18346,-0.18346
1205.0,1160.0,1250.0,0.91925,0.17531,-0.17531
1325.0,1250.0,1400.0,1.6262,0.22217,-0.22217

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,30.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,237890.0,3166.9,-3166.9
295.0,280.0,310.0,138910.0,2454.4,-2454.4
325.0,310.0,340.0,85615.0,1906.2,-1906.2
355.0,340.0,370.0,55346.0,1525.2,-1525.2
385.0,370.0,400.0,36037.0,1207.5,-1207.5
415.0,400.0,430.0,23363.0,995.64,-995.64
450.0,430.0,470.0,19087.0,913.24,-913.24
490.0,470.0,510.0,11679.0,717.89,-717.89
530.0,510.0,550.0,8865.1,583.08,-583.08
570.0,550.0,590.0,5103.6,460.23,-460.23
615.0,590.0,640.0,4280.6,414.48,-414.48
665.0,640.0,690.0,2143.9,333.48,-333.48
715.0,690.0,740.0,1586.7,249.93,-249.93
765.0,740.0,790.0,1177.2,219.27,-219.27
815.0,790.0,840.0,723.51,158.86,-158.86
870.0,840.0,900.0,767.73,152.86,-152.86
930.0,900.0,960.0,307.9,123.65,-123.65
990.0,960.0,1020.0,323.84,98.515,-98.515
1055.0,1020.0,1090.0,121.71,82.097,-82.097
1125.0,1090.0,1160.0,160.28,75.65,-75.65
1205.0,1160.0,1250.0,62.839,51.141,-51.141
1325.0,1250.0,1400.0,204.13,78.325,-78.325

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,40.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,131930.0,1765.7,-1765.7
295.0,280.0,310.0,78462.0,1369.3,-1369.3
325.0,310.0,340.0,47498.0,1066.3,-1066.3
355.0,340.0,370.0,31257.0,846.72,-846.72
385.0,370.0,400.0,20050.0,674.15,-674.15
415.0,400.0,430.0,13087.0,551.27,-551.27
450.0,430.0,470.0,12004.0,518.52,-518.52
490.0,470.0,510.0,6956.5,398.58,-398.58
530.0,510.0,550.0,4586.6,326.91,-326.91
570.0,550.0,590.0,3043.1,253.44,-253.44
615.0,590.0,640.0,2139.5,227.8,-227.8
665.0,640.0,690.0,1247.3,180.87,-180.87
715.0,690.0,740.0,1041.3,145.95,-145.95
765.0,740.0,790.0,575.06,116.13,-116.13
815.0,790.0,840.0,494.51,98.414,-98.414
870.0,840.0,900.0,271.75,88.459,-88.459
930.0,900.0,960.0,226.09,68.354,-68.354
990.0,960.0,1020.0,94.449,56.674,-56.674
1055.0,1020.0,1090.0,135.43,42.46,-42.46
1125.0,1090.0,1160.0,38.34,32.122,-32.122
1205.0,1160.0,1250.0,82.86,40.341,-40.341
1325.0,1250.0,1400.0,56.871,28.755,-28.755

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,45.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,64508.0,847.78,-847.78
295.0,280.0,310.0,39492.0,654.1,-654.1
325.0,310.0,340.0,23801.0,515.87,-515.87
355.0,340.0,370.0,15735.0,411.64,-411.64
385.0,370.0,400.0,10002.0,329.15,-329.15
415.0,400.0,430.0,6403.6,268.71,-268.71
450.0,430.0,470.0,5760.2,252.61,-252.61
490.0,470.0,510.0,3609.2,196.31,-196.31
530.0,510.0,550.0,2324.9,158.07,-158.07
570.0,550.0,590.0,1714.9,124.78,-124.78
615.0,590.0,640.0,1282.2,109.63,-109.63
665.0,640.0,690.0,826.53,89.706,-89.706
715.0,690.0,740.0,451.71,69.217,-69.217
765.0,740.0,790.0,318.87,57.942,-57.942
815.0,790.0,840.0,166.89,43.682,-43.682
870.0,840.0,900.0,160.05,40.252,-40.252
930.0,900.0,960.0,117.97,35.042,-35.042
990.0,960.0,1020.0,72.654,28.141,-28.141
1055.0,1020.0,1090.0,50.677,20.193,-20.193
1125.0,1090.0,1160.0,33.826,20.215,-20.215
1205.0,1160.0,1250.0,40.267,16.363,-16.363
1325.0,1250.0,1400.0,28.659,17.044,-17.044

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,55.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,7503.9,92.111,-92.111
295.0,280.0,310.0,4977.2,74.164,-74.164
325.0,310.0,340.0,3291.9,59.816,-59.816
355.0,340.0,370.0,2150.2,48.858,-48.858
385.0,370.0,400.0,1465.3,40.426,-40.426
415.0,400.0,430.0,1019.7,33.851,-33.851
450.0,430.0,470.0,890.97,31.529,-31.529
490.0,470.0,510.0,622.23,26.128,-26.128
530.0,510.0,550.0,441.28,21.348,-21.348
570.0,550.0,590.0,283.24,17.23,-17.23
615.0,590.0,640.0,219.19,15.734,-15.734
665.0,640.0,690.0,160.59,12.844,-12.844
715.0,690.0,740.0,100.28,10.445,-10.445
765.0,740.0,790.0,61.3,8.0322,-8.0322
815.0,790.0,840.0,42.112,6.5055,-6.5055
870.0,840.0,900.0,39.371,6.0947,-6.0947
930.0,900.0,960.0,19.542,5.011,-5.011
990.0,960.0,1020.0,10.742,3.5292,-3.5292
1055.0,1020.0,1090.0,12.664,3.1864,-3.1864
1125.0,1090.0,1160.0,8.6169,2.7205,-2.7205
1205.0,1160.0,1250.0,6.1451,2.3725,-2.3725
1325.0,1250.0,1400.0,10.081,3.0554,-3.0554

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,60.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,5663.5,69.394,-69.394
295.0,280.0,310.0,3655.0,55.95,-55.95
325.0,310.0,340.0,2454.5,45.772,-45.772
355.0,340.0,370.0,1679.9,37.612,-37.612
385.0,370.0,400.0,1127.4,31.001,-31.001
415.0,400.0,430.0,778.57,25.718,-25.718
450.0,430.0,470.0,785.34,24.978,-24.978
490.0,470.0,510.0,464.84,19.912,-19.912
530.0,510.0,550.0,300.57,16.364,-16.364
570.0,550.0,590.0,229.25,13.701,-13.701
615.0,590.0,640.0,184.66,12.505,-12.505
665.0,640.0,690.0,107.06,9.8398,-9.8398
715.0,690.0,740.0,77.951,7.9059,-7.9059
765.0,740.0,790.0,42.205,6.5305,-6.5305
815.0,790.0,840.0,42.688,5.6555,-5.6555
870.0,840.0,900.0,30.351,4.4664,-4.4664
930.0,900.0,960.0,14.073,3.7154,-3.7154
990.0,960.0,1020.0,11.42,3.2167,-3.2167
1055.0,1020.0,1090.0,10.982,2.9221,-2.9221
1125.0,1090.0,1160.0,3.1258,2.3531,-2.3531
1205.0,1160.0,1250.0,3.691,2.0796,-2.0796
1325.0,1250.0,1400.0,10.103,2.4959,-2.4959

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,70.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,3602.6,42.131,-42.131
295.0,280.0,310.0,2471.3,34.591,-34.591
325.0,310.0,340.0,1615.1,28.322,-28.322
355.0,340.0,370.0,1155.7,23.595,-23.595
385.0,370.0,400.0,791.67,19.767,-19.767
415.0,400.0,430.0,575.44,16.438,-16.438
450.0,430.0,470.0,506.13,15.807,-15.807
490.0,470.0,510.0,361.3,13.183,-13.183
530.0,510.0,550.0,237.17,10.761,-10.761
570.0,550.0,590.0,162.08,8.8374,-8.8374
615.0,590.0,640.0,122.72,8.1418,-8.1418
665.0,640.0,690.0,91.123,6.5715,-6.5715
715.0,690.0,740.0,62.023,5.4269,-5.4269
765.0,740.0,790.0,46.245,4.4863,-4.4863
815.0,790.0,840.0,30.038,3.5405,-3.5405
870.0,840.0,900.0,20.613,3.3129,-3.3129
930.0,900.0,960.0,15.515,2.4614,-2.4614
990.0,960.0,1020.0,11.003,2.3215,-2.3215
1055.0,1020.0,1090.0,8.6931,1.9056,-1.9056
1125.0,1090.0,1160.0,4.5105,1.515,-1.515
1205.0,1160.0,1250.0,3.3659,1.4603,-1.4603
1325.0,1250.0,1400.0,3.9397,1.6425,-1.6425

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1250.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1470.5,14.902,-14.902
295.0,280.0,310.0,1120.1,13.152,-13.152
325.0,310.0,340.0,849.22,11.551,-11.551
355.0,340.0,370.0,680.38,10.289,-10.289
385.0,370.0,400.0,519.23,9.0844,-9.0844
415.0,400.0,430.0,430.54,8.0846,-8.0846
450.0,430.0,470.0,438.15,8.263,-8.263
490.0,470.0,510.0,332.31,7.2133,-7.2133
530.0,510.0,550.0,260.57,6.3522,-6.3522
570.0,550.0,590.0,195.83,5.5517,-5.5517
615.0,590.0,640.0,188.83,5.3487,-5.3487
665.0,640.0,690.0,143.9,4.6457,-4.6457
715.0,690.0,740.0,107.26,4.0145,-4.0145
765.0,740.0,790.0,83.218,3.5166,-3.5166
815.0,790.0,840.0,59.66,2.9982,-2.9982
870.0,840.0,900.0,55.211,2.8607,-2.8607
930.0,900.0,960.0,39.318,2.4267,-2.4267
990.0,960.0,1020.0,29.249,2.035,-2.035
1055.0,1020.0,1090.0,26.156,1.8989,-1.8989
1125.0,1090.0,1160.0,15.404,1.604,-1.604
1205.0,1160.0,1250.0,13.82,1.4191,-1.4191
1325.0,1250.0,1400.0,21.208,1.8289,-1.8289

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,701.13,7.1406,-7.1406
295.0,280.0,310.0,555.76,6.3413,-6.3413
325.0,310.0,340.0,427.15,5.5829,-5.5829
355.0,340.0,370.0,332.98,4.968,-4.968
385.0,370.0,400.0,268.07,4.4106,-4.4106
415.0,400.0,430.0,207.68,3.9528,-3.9528
450.0,430.0,470.0,227.11,4.079,-4.079
490.0,470.0,510.0,178.79,3.5447,-3.5447
530.0,510.0,550.0,128.9,3.1184,-3.1184
570.0,550.0,590.0,101.18,2.7541,-2.7541
615.0,590.0,640.0,100.13,2.6797,-2.6797
665.0,640.0,690.0,72.105,2.3292,-2.3292
715.0,690.0,740.0,58.383,2.0486,-2.0486
765.0,740.0,790.0,45.697,1.815,-1.815
815.0,790.0,840.0,31.926,1.5412,-1.5412
870.0,840.0,900.0,28.833,1.4691,-1.4691
930.0,900.0,960.0,20.851,1.256,-1.256
990.0,960.0,1020.0,17.089,1.1063,-1.1063
1055.0,1020.0,1090.0,13.558,0.97769,-0.97769
1125.0,1090.0,1160.0,9.1862,0.81022,-0.81022
1205.0,1160.0,1250.0,8.4519,0.79112,-0.79112
1325.0,1250.0,1400.0,16.946,1.0908,-1.0908

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,450.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,453.25,4.3376,-4.3376
295.0,280.0,310.0,345.53,3.8338,-3.8338
325.0,310.0,340.0,272.41,3.4,-3.4
355.0,340.0,370.0,215.23,3.0035,-3.0035
385.0,370.0,400.0,170.96,2.7069,-2.7069
415.0,400.0,430.0,137.5,2.4266,-2.4266
450.0,430.0,470.0,148.84,2.4702,-2.4702
490.0,470.0,510.0,110.92,2.1699,-2.1699
530.0,510.0,550.0,83.593,1.9044,-1.9044
570.0,550.0,590.0,68.005,1.7209,-1.7209
615.0,590.0,640.0,64.564,1.6671,-1.6671
665.0,640.0,690.0,47.419,1.436,-1.436
715.0,690.0,740.0,34.291,1.2397,-1.2397
765.0,740.0,790.0,26.961,1.0963,-1.0963
815.0,790.0,840.0,21.963,0.9543,-0.9543
870.0,840.0,900.0,18.751,0.91037,-0.91037
930.0,900.0,960.0,14.679,0.77217,-0.77217
990.0,960.0,1020.0,9.8172,0.66386,-0.66386
1055.0,1020.0,1090.0,9.6081,0.61154,-0.61154
1125.0,1090.0,1160.0,6.5449,0.50408,-0.50408
1205.0,1160.0,1250.0,6.5486,0.49033,-0.49033
1325.0,1250.0,1400.0,10.312,0.66169,-0.66169

#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,600.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,228.27,2.2158,-2.2158
295.0,280.0,310.0,177.67,1.9624,-1.9624
325.0,310.0,340.0,143.98,1.7409,-1.7409
355.0,340.0,370.0,112.89,1.5543,-1.5543
385.0,370.0,400.0,89.096,1.3885,-1.3885
415.0,400.0,430.0,71.01,1.2388,-1.2388
450.0,430.0,470.0,75.356,1.2718,-1.2718
490.0,470.0,510.0,56.04,1.118,-1.118
530.0,510.0,550.0,43.156,0.97907,-0.97907
570.0,550.0,590.0,34.424,0.87393,-0.87393
615.0,590.0,640.0,33.488,0.8611,-0.8611
665.0,640.0,690.0,22.941,0.73613,-0.73613
715.0,690.0,740.0,17.647,0.64381,-0.64381
