#: table_doi: 10.17182/hepdata.106115.v2/t1
#: name: Signal templates, DMsimp, spin-1, Monojet
#: description: Differential signal yields for various signal hypotheses.
#: data_file: signal_templates,_dmsimp,_spin-1,_monojet.yaml
#: keyword observables: N
#: keyword reactions: P P --> INVISIBLE JET
#: keyword cmenergies: 13000.0
#: Coupling type,,,Axial
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1000.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
#: $m_{DM}$,,,55.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,21877.0,279.13,-279.13
295.0,280.0,310.0,13730.0,220.07,-220.07
325.0,310.0,340.0,9029.9,176.68,-176.68
355.0,340.0,370.0,5730.0,142.87,-142.87
385.0,370.0,400.0,3855.5,116.25,-116.25
415.0,400.0,430.0,2593.9,95.784,-95.784
450.0,430.0,470.0,2242.5,89.435,-89.435
490.0,470.0,510.0,1528.7,71.582,-71.582
530.0,510.0,550.0,1023.2,57.846,-57.846
570.0,550.0,590.0,613.92,45.629,-45.629
615.0,590.0,640.0,611.82,41.337,-41.337
665.0,640.0,690.0,311.28,31.09,-31.09
715.0,690.0,740.0,244.98,27.294,-27.294
765.0,740.0,790.0,146.3,21.666,-21.666
815.0,790.0,840.0,118.25,18.057,-18.057
870.0,840.0,900.0,78.536,14.906,-14.906
930.0,900.0,960.0,49.206,12.502,-12.502
990.0,960.0,1020.0,38.947,9.5298,-9.5298
1055.0,1020.0,1090.0,28.35,7.8266,-7.8266
1125.0,1090.0,1160.0,21.69,6.8301,-6.8301
1205.0,1160.0,1250.0,6.3753,6.1234,-6.1234
1325.0,1250.0,1400.0,13.84,6.3985,-6.3985

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,60.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,14537.0,176.72,-176.72
295.0,280.0,310.0,9120.9,140.73,-140.73
325.0,310.0,340.0,5839.7,113.94,-113.94
355.0,340.0,370.0,3769.9,91.03,-91.03
385.0,370.0,400.0,2671.4,75.25,-75.25
415.0,400.0,430.0,1761.8,62.353,-62.353
450.0,430.0,470.0,1536.5,58.923,-58.923
490.0,470.0,510.0,1071.0,46.646,-46.646
530.0,510.0,550.0,660.77,38.064,-38.064
570.0,550.0,590.0,490.88,31.021,-31.021
615.0,590.0,640.0,368.23,27.941,-27.941
665.0,640.0,690.0,194.53,22.204,-22.204
715.0,690.0,740.0,158.72,17.521,-17.521
765.0,740.0,790.0,120.13,14.218,-14.218
815.0,790.0,840.0,67.784,11.329,-11.329
870.0,840.0,900.0,56.283,10.035,-10.035
930.0,900.0,960.0,23.792,7.6289,-7.6289
990.0,960.0,1020.0,26.6,6.3369,-6.3369
1055.0,1020.0,1090.0,21.192,5.6349,-5.6349
1125.0,1090.0,1160.0,17.645,4.9925,-4.9925
1205.0,1160.0,1250.0,7.8847,3.4806,-3.4806
1325.0,1250.0,1400.0,18.393,5.2951,-5.2951

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,100.0
#: $m_{DM}$,,,70.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,8372.6,97.19,-97.19
295.0,280.0,310.0,5391.3,78.495,-78.495
325.0,310.0,340.0,3660.4,63.736,-63.736
355.0,340.0,370.0,2425.1,51.859,-51.859
385.0,370.0,400.0,1625.5,42.776,-42.776
415.0,400.0,430.0,1191.7,36.052,-36.052
450.0,430.0,470.0,1025.8,33.863,-33.863
490.0,470.0,510.0,690.86,27.537,-27.537
530.0,510.0,550.0,478.4,22.173,-22.173
570.0,550.0,590.0,310.9,18.512,-18.512
615.0,590.0,640.0,258.02,16.626,-16.626
665.0,640.0,690.0,162.94,13.328,-13.328
715.0,690.0,740.0,110.35,10.851,-10.851
765.0,740.0,790.0,77.343,8.5939,-8.5939
815.0,790.0,840.0,42.938,7.0182,-7.0182
870.0,840.0,900.0,42.49,6.3852,-6.3852
930.0,900.0,960.0,25.267,5.2811,-5.2811
990.0,960.0,1020.0,13.706,4.0128,-4.0128
1055.0,1020.0,1090.0,19.589,4.0065,-4.0065
1125.0,1090.0,1160.0,8.7585,2.9984,-2.9984
1205.0,1160.0,1250.0,9.3197,2.9211,-2.9211
1325.0,1250.0,1400.0,8.2099,3.1671,-3.1671

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1250.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,1445.8,14.141,-14.141
295.0,280.0,310.0,1127.4,12.5,-12.5
325.0,310.0,340.0,869.68,10.971,-10.971
355.0,340.0,370.0,660.22,9.6862,-9.6862
385.0,370.0,400.0,531.38,8.611,-8.611
415.0,400.0,430.0,432.66,7.7421,-7.7421
450.0,430.0,470.0,428.88,7.8283,-7.8283
490.0,470.0,510.0,353.03,6.8928,-6.8928
530.0,510.0,550.0,256.65,5.9846,-5.9846
570.0,550.0,590.0,199.45,5.2565,-5.2565
615.0,590.0,640.0,194.39,5.1418,-5.1418
665.0,640.0,690.0,134.39,4.3692,-4.3692
715.0,690.0,740.0,98.26,3.7693,-3.7693
765.0,740.0,790.0,80.271,3.2967,-3.2967
815.0,790.0,840.0,59.916,2.8522,-2.8522
870.0,840.0,900.0,50.869,2.693,-2.693
930.0,900.0,960.0,37.303,2.2867,-2.2867
990.0,960.0,1020.0,26.412,1.9422,-1.9422
1055.0,1020.0,1090.0,20.873,1.7551,-1.7551
1125.0,1090.0,1160.0,14.339,1.4539,-1.4539
1205.0,1160.0,1250.0,13.362,1.3265,-1.3265
1325.0,1250.0,1400.0,26.219,1.7965,-1.7965

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,702.16,6.9727,-6.9727
295.0,280.0,310.0,536.34,6.1491,-6.1491
325.0,310.0,340.0,413.64,5.398,-5.398
355.0,340.0,370.0,317.45,4.8044,-4.8044
385.0,370.0,400.0,261.03,4.299,-4.299
415.0,400.0,430.0,213.03,3.8627,-3.8627
450.0,430.0,470.0,215.94,3.9481,-3.9481
490.0,470.0,510.0,163.93,3.4435,-3.4435
530.0,510.0,550.0,129.95,3.0498,-3.0498
570.0,550.0,590.0,102.53,2.6627,-2.6627
615.0,590.0,640.0,96.193,2.6023,-2.6023
665.0,640.0,690.0,71.871,2.2641,-2.2641
715.0,690.0,740.0,54.03,1.9725,-1.9725
765.0,740.0,790.0,43.059,1.731,-1.731
815.0,790.0,840.0,31.402,1.5149,-1.5149
870.0,840.0,900.0,28.67,1.4095,-1.4095
930.0,900.0,960.0,18.988,1.2057,-1.2057
990.0,960.0,1020.0,15.213,1.0133,-1.0133
1055.0,1020.0,1090.0,12.769,0.95311,-0.95311
1125.0,1090.0,1160.0,8.8285,0.81339,-0.81339
1205.0,1160.0,1250.0,8.9025,0.73964,-0.73964
1325.0,1250.0,1400.0,13.753,0.9951,-0.9951

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,450.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,637.6,6.2825,-6.2825
295.0,280.0,310.0,497.88,5.574,-5.574
325.0,310.0,340.0,375.4,4.9374,-4.9374
355.0,340.0,370.0,298.86,4.3635,-4.3635
385.0,370.0,400.0,240.94,3.9234,-3.9234
415.0,400.0,430.0,187.12,3.4942,-3.4942
450.0,430.0,470.0,203.0,3.5773,-3.5773
490.0,470.0,510.0,151.29,3.1273,-3.1273
530.0,510.0,550.0,118.51,2.7547,-2.7547
570.0,550.0,590.0,96.57,2.4558,-2.4558
615.0,590.0,640.0,86.416,2.3818,-2.3818
665.0,640.0,690.0,70.325,2.065,-2.065
715.0,690.0,740.0,54.4,1.8028,-1.8028
765.0,740.0,790.0,37.875,1.566,-1.566
815.0,790.0,840.0,32.014,1.3937,-1.3937
870.0,840.0,900.0,27.782,1.285,-1.285
930.0,900.0,960.0,19.69,1.1112,-1.1112
990.0,960.0,1020.0,12.851,0.94856,-0.94856
1055.0,1020.0,1090.0,10.89,0.85031,-0.85031
1125.0,1090.0,1160.0,7.6997,0.71736,-0.71736
1205.0,1160.0,1250.0,8.4483,0.69749,-0.69749
1325.0,1250.0,1400.0,16.101,0.95937,-0.95937

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,600.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,541.89,5.1995,-5.1995
295.0,280.0,310.0,421.53,4.618,-4.618
325.0,310.0,340.0,320.13,4.0733,-4.0733
355.0,340.0,370.0,255.35,3.6267,-3.6267
385.0,370.0,400.0,207.03,3.2313,-3.2313
415.0,400.0,430.0,166.3,2.9141,-2.9141
450.0,430.0,470.0,172.9,2.9554,-2.9554
490.0,470.0,510.0,135.82,2.6131,-2.6131
530.0,510.0,550.0,101.17,2.2907,-2.2907
570.0,550.0,590.0,78.774,2.0373,-2.0373
615.0,590.0,640.0,79.841,1.9871,-1.9871
665.0,640.0,690.0,58.605,1.7041,-1.7041
715.0,690.0,740.0,45.243,1.4853,-1.4853
765.0,740.0,790.0,33.557,1.311,-1.311
815.0,790.0,840.0,24.973,1.1383,-1.1383
870.0,840.0,900.0,23.687,1.0939,-1.0939
930.0,900.0,960.0,17.363,0.91753,-0.91753
990.0,960.0,1020.0,12.518,0.81049,-0.81049
1055.0,1020.0,1090.0,10.999,0.71909,-0.71909
1125.0,1090.0,1160.0,6.7054,0.60445,-0.60445
1205.0,1160.0,1250.0,6.5456,0.55859,-0.55859
1325.0,1250.0,1400.0,12.541,0.77633,-0.77633

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1500.0
#: $m_{DM}$,,,900.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,5.2323,0.047938,-0.047938
295.0,280.0,310.0,3.999,0.04271,-0.04271
325.0,310.0,340.0,3.2105,0.038204,-0.038204
355.0,340.0,370.0,2.5348,0.033802,-0.033802
385.0,370.0,400.0,2.0288,0.030214,-0.030214
415.0,400.0,430.0,1.6765,0.027306,-0.027306
450.0,430.0,470.0,1.7436,0.028118,-0.028118
490.0,470.0,510.0,1.3801,0.024827,-0.024827
530.0,510.0,550.0,1.0839,0.022319,-0.022319
570.0,550.0,590.0,0.86124,0.019545,-0.019545
615.0,590.0,640.0,0.83418,0.019446,-0.019446
665.0,640.0,690.0,0.6519,0.016913,-0.016913
715.0,690.0,740.0,0.50047,0.014946,-0.014946
765.0,740.0,790.0,0.38536,0.013192,-0.013192
815.0,790.0,840.0,0.29867,0.011568,-0.011568
870.0,840.0,900.0,0.26665,0.011002,-0.011002
930.0,900.0,960.0,0.19615,0.009427,-0.009427
990.0,960.0,1020.0,0.1664,0.0083903,-0.0083903
1055.0,1020.0,1090.0,0.14347,0.0077522,-0.0077522
1125.0,1090.0,1160.0,0.088476,0.0065437,-0.0065437
1205.0,1160.0,1250.0,0.094379,0.0062424,-0.0062424
1325.0,1250.0,1400.0,0.17864,0.0090473,-0.0090473

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,1750.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,353.61,3.3758,-3.3758
295.0,280.0,310.0,271.18,2.9997,-2.9997
325.0,310.0,340.0,213.23,2.6474,-2.6474
355.0,340.0,370.0,167.04,2.3678,-2.3678
385.0,370.0,400.0,131.97,2.1054,-2.1054
415.0,400.0,430.0,107.38,1.8983,-1.8983
450.0,430.0,470.0,113.57,1.9442,-1.9442
490.0,470.0,510.0,87.788,1.7074,-1.7074
530.0,510.0,550.0,65.414,1.487,-1.487
570.0,550.0,590.0,54.203,1.3517,-1.3517
615.0,590.0,640.0,52.339,1.2998,-1.2998
665.0,640.0,690.0,40.286,1.1397,-1.1397
715.0,690.0,740.0,29.073,0.99732,-0.99732
765.0,740.0,790.0,24.775,0.88338,-0.88338
815.0,790.0,840.0,17.39,0.77827,-0.77827
870.0,840.0,900.0,15.142,0.72423,-0.72423
930.0,900.0,960.0,12.361,0.63344,-0.63344
990.0,960.0,1020.0,7.9618,0.54342,-0.54342
1055.0,1020.0,1090.0,7.365,0.49522,-0.49522
1125.0,1090.0,1160.0,5.904,0.43408,-0.43408
1205.0,1160.0,1250.0,4.3312,0.40632,-0.40632
1325.0,1250.0,1400.0,9.4552,0.54264,-0.54264

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,1100.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,3.0373,0.028385,-0.028385
295.0,280.0,310.0,2.3495,0.025239,-0.025239
325.0,310.0,340.0,1.9002,0.022606,-0.022606
355.0,340.0,370.0,1.5139,0.020231,-0.020231
385.0,370.0,400.0,1.2386,0.018105,-0.018105
415.0,400.0,430.0,0.96804,0.016308,-0.016308
450.0,430.0,470.0,1.0603,0.017031,-0.017031
490.0,470.0,510.0,0.82694,0.014962,-0.014962
530.0,510.0,550.0,0.64076,0.013324,-0.013324
570.0,550.0,590.0,0.51516,0.011825,-0.011825
615.0,590.0,640.0,0.52611,0.011787,-0.011787
665.0,640.0,690.0,0.40483,0.010377,-0.010377
715.0,690.0,740.0,0.32135,0.0091438,-0.0091438
765.0,740.0,790.0,0.23632,0.0080685,-0.0080685
815.0,790.0,840.0,0.19439,0.0071192,-0.0071192
870.0,840.0,900.0,0.18928,0.0068725,-0.0068725
930.0,900.0,960.0,0.1285,0.0059398,-0.0059398
990.0,960.0,1020.0,0.094895,0.0051609,-0.0051609
1055.0,1020.0,1090.0,0.078255,0.0047587,-0.0047587
1125.0,1090.0,1160.0,0.069959,0.0041491,-0.0041491
1205.0,1160.0,1250.0,0.060973,0.0041068,-0.0041068
1325.0,1250.0,1400.0,0.13688,0.0060048,-0.0060048

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,1200.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.92917,0.0088559,-0.0088559
295.0,280.0,310.0,0.75869,0.0079122,-0.0079122
325.0,310.0,340.0,0.6025,0.0070885,-0.0070885
355.0,340.0,370.0,0.47959,0.0063867,-0.0063867
385.0,370.0,400.0,0.38936,0.0057194,-0.0057194
415.0,400.0,430.0,0.32337,0.0051697,-0.0051697
450.0,430.0,470.0,0.34457,0.0053691,-0.0053691
490.0,470.0,510.0,0.27439,0.0047674,-0.0047674
530.0,510.0,550.0,0.21568,0.0042514,-0.0042514
570.0,550.0,590.0,0.17576,0.003847,-0.003847
615.0,590.0,640.0,0.16909,0.003811,-0.003811
665.0,640.0,690.0,0.13296,0.0033027,-0.0033027
715.0,690.0,740.0,0.096974,0.0028789,-0.0028789
765.0,740.0,790.0,0.082706,0.0026094,-0.0026094
815.0,790.0,840.0,0.065471,0.0023026,-0.0023026
870.0,840.0,900.0,0.062446,0.0022301,-0.0022301
930.0,900.0,960.0,0.047251,0.0019418,-0.0019418
990.0,960.0,1020.0,0.034031,0.0017201,-0.0017201
1055.0,1020.0,1090.0,0.030615,0.0015606,-0.0015606
1125.0,1090.0,1160.0,0.022787,0.0013418,-0.0013418
1205.0,1160.0,1250.0,0.021569,0.0012987,-0.0012987
1325.0,1250.0,1400.0,0.052903,0.0019916,-0.0019916

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,1400.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,0.18017,0.0017459,-0.0017459
295.0,280.0,310.0,0.14595,0.001569,-0.001569
325.0,310.0,340.0,0.11868,0.0014048,-0.0014048
355.0,340.0,370.0,0.096198,0.001267,-0.001267
385.0,370.0,400.0,0.077691,0.001144,-0.001144
415.0,400.0,430.0,0.063939,0.0010314,-0.0010314
450.0,430.0,470.0,0.069104,0.0010702,-0.0010702
490.0,470.0,510.0,0.052267,0.00095351,-0.00095351
530.0,510.0,550.0,0.043647,0.00085106,-0.00085106
570.0,550.0,590.0,0.035377,0.00076856,-0.00076856
615.0,590.0,640.0,0.034491,0.00075791,-0.00075791
665.0,640.0,690.0,0.026491,0.00066934,-0.00066934
715.0,690.0,740.0,0.020474,0.00058991,-0.00058991
765.0,740.0,790.0,0.017939,0.00053915,-0.00053915
815.0,790.0,840.0,0.013578,0.00047233,-0.00047233
870.0,840.0,900.0,0.012872,0.0004514,-0.0004514
930.0,900.0,960.0,0.010452,0.00040175,-0.00040175
990.0,960.0,1020.0,0.0074737,0.0003529,-0.0003529
1055.0,1020.0,1090.0,0.0064368,0.00032994,-0.00032994
1125.0,1090.0,1160.0,0.0046366,0.00028068,-0.00028068
1205.0,1160.0,1250.0,0.0050838,0.00028449,-0.00028449
1325.0,1250.0,1400.0,0.012484,0.00043525,-0.00043525

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,1.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,179.54,1.7184,-1.7184
295.0,280.0,310.0,141.48,1.5294,-1.5294
325.0,310.0,340.0,113.94,1.3577,-1.3577
355.0,340.0,370.0,86.793,1.2066,-1.2066
385.0,370.0,400.0,70.486,1.0804,-1.0804
415.0,400.0,430.0,57.609,0.97192,-0.97192
450.0,430.0,470.0,59.224,0.99608,-0.99608
490.0,470.0,510.0,48.432,0.88024,-0.88024
530.0,510.0,550.0,36.546,0.77347,-0.77347
570.0,550.0,590.0,28.977,0.69585,-0.69585
615.0,590.0,640.0,27.168,0.67809,-0.67809
665.0,640.0,690.0,21.101,0.58979,-0.58979
715.0,690.0,740.0,14.968,0.51573,-0.51573
765.0,740.0,790.0,12.89,0.45652,-0.45652
815.0,790.0,840.0,9.8604,0.404,-0.404
870.0,840.0,900.0,8.8039,0.37445,-0.37445
930.0,900.0,960.0,7.0394,0.33363,-0.33363
990.0,960.0,1020.0,5.6596,0.28997,-0.28997
1055.0,1020.0,1090.0,3.9524,0.26862,-0.26862
1125.0,1090.0,1160.0,3.0962,0.22713,-0.22713
1205.0,1160.0,1250.0,2.9592,0.21579,-0.21579
1325.0,1250.0,1400.0,6.1114,0.31081,-0.31081

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,200.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,180.13,1.6227,-1.6227
295.0,280.0,310.0,141.68,1.4457,-1.4457
325.0,310.0,340.0,111.73,1.2792,-1.2792
355.0,340.0,370.0,86.867,1.145,-1.145
385.0,370.0,400.0,70.846,1.0225,-1.0225
415.0,400.0,430.0,56.879,0.92191,-0.92191
450.0,430.0,470.0,59.94,0.94886,-0.94886
490.0,470.0,510.0,46.433,0.83606,-0.83606
530.0,510.0,550.0,37.462,0.74701,-0.74701
570.0,550.0,590.0,29.316,0.65409,-0.65409
615.0,590.0,640.0,28.129,0.64552,-0.64552
665.0,640.0,690.0,20.99,0.56273,-0.56273
715.0,690.0,740.0,16.788,0.49164,-0.49164
765.0,740.0,790.0,12.433,0.43122,-0.43122
815.0,790.0,840.0,10.079,0.38,-0.38
870.0,840.0,900.0,8.9087,0.36478,-0.36478
930.0,900.0,960.0,6.7245,0.31698,-0.31698
990.0,960.0,1020.0,5.2733,0.27107,-0.27107
1055.0,1020.0,1090.0,4.7753,0.25598,-0.25598
1125.0,1090.0,1160.0,3.0992,0.21149,-0.21149
1205.0,1160.0,1250.0,2.7379,0.20029,-0.20029
1325.0,1250.0,1400.0,6.0792,0.29169,-0.29169

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,400.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,174.47,1.6263,-1.6263
295.0,280.0,310.0,139.84,1.4518,-1.4518
325.0,310.0,340.0,109.74,1.2949,-1.2949
355.0,340.0,370.0,84.038,1.1511,-1.1511
385.0,370.0,400.0,68.754,1.0309,-1.0309
415.0,400.0,430.0,56.292,0.93205,-0.93205
450.0,430.0,470.0,58.88,0.95244,-0.95244
490.0,470.0,510.0,46.511,0.84786,-0.84786
530.0,510.0,550.0,37.139,0.74657,-0.74657
570.0,550.0,590.0,29.893,0.66804,-0.66804
615.0,590.0,640.0,28.238,0.64945,-0.64945
665.0,640.0,690.0,20.947,0.56887,-0.56887
715.0,690.0,740.0,17.239,0.4966,-0.4966
765.0,740.0,790.0,13.179,0.44095,-0.44095
815.0,790.0,840.0,10.138,0.39159,-0.39159
870.0,840.0,900.0,9.1389,0.36528,-0.36528
930.0,900.0,960.0,7.0323,0.3169,-0.3169
990.0,960.0,1020.0,4.9287,0.27157,-0.27157
1055.0,1020.0,1090.0,4.0491,0.25458,-0.25458
1125.0,1090.0,1160.0,3.4329,0.2173,-0.2173
1205.0,1160.0,1250.0,2.9842,0.20401,-0.20401
1325.0,1250.0,1400.0,5.4589,0.29067,-0.29067

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,600.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,160.39,1.5378,-1.5378
295.0,280.0,310.0,124.49,1.3757,-1.3757
325.0,310.0,340.0,101.12,1.2236,-1.2236
355.0,340.0,370.0,78.368,1.0917,-1.0917
385.0,370.0,400.0,63.946,0.98477,-0.98477
415.0,400.0,430.0,52.445,0.8857,-0.8857
450.0,430.0,470.0,53.777,0.90052,-0.90052
490.0,470.0,510.0,42.549,0.79705,-0.79705
530.0,510.0,550.0,33.099,0.70898,-0.70898
570.0,550.0,590.0,25.862,0.63134,-0.63134
615.0,590.0,640.0,25.635,0.6226,-0.6226
665.0,640.0,690.0,19.8,0.54,-0.54
715.0,690.0,740.0,14.877,0.47822,-0.47822
765.0,740.0,790.0,11.542,0.41365,-0.41365
815.0,790.0,840.0,9.2648,0.36705,-0.36705
870.0,840.0,900.0,8.3484,0.35182,-0.35182
930.0,900.0,960.0,5.845,0.29894,-0.29894
990.0,960.0,1020.0,4.577,0.25591,-0.25591
1055.0,1020.0,1090.0,3.9851,0.24305,-0.24305
1125.0,1090.0,1160.0,2.6395,0.20076,-0.20076
1205.0,1160.0,1250.0,2.783,0.19473,-0.19473
1325.0,1250.0,1400.0,5.6217,0.28315,-0.28315

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,800.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,138.73,1.3142,-1.3142
295.0,280.0,310.0,108.91,1.1712,-1.1712
325.0,310.0,340.0,85.413,1.0393,-1.0393
355.0,340.0,370.0,68.14,0.92886,-0.92886
385.0,370.0,400.0,54.473,0.83084,-0.83084
415.0,400.0,430.0,43.217,0.74862,-0.74862
450.0,430.0,470.0,47.162,0.78069,-0.78069
490.0,470.0,510.0,36.709,0.68352,-0.68352
530.0,510.0,550.0,28.763,0.6041,-0.6041
570.0,550.0,590.0,23.226,0.54231,-0.54231
615.0,590.0,640.0,22.907,0.53383,-0.53383
665.0,640.0,690.0,17.46,0.46361,-0.46361
715.0,690.0,740.0,12.866,0.40431,-0.40431
765.0,740.0,790.0,10.319,0.35754,-0.35754
815.0,790.0,840.0,7.8344,0.30804,-0.30804
870.0,840.0,900.0,7.5963,0.30457,-0.30457
930.0,900.0,960.0,5.3566,0.26635,-0.26635
990.0,960.0,1020.0,4.1753,0.22926,-0.22926
1055.0,1020.0,1090.0,3.2228,0.2059,-0.2059
1125.0,1090.0,1160.0,2.4296,0.17486,-0.17486
1205.0,1160.0,1250.0,2.0015,0.16475,-0.16475
1325.0,1250.0,1400.0,5.293,0.24631,-0.24631

#: Coupling type,,,Vector
#: Production mode,,,DM + QCD jets
#: $m_{med}$,,,2000.0
#: $m_{DM}$,,,900.0
#: $g_{q}$,,,0.25
#: $g_{DM}$,,,1.0
#: Data-taking period,,,2016
Recoil (GeV),Recoil (GeV) LOW,Recoil (GeV) HIGH,Signal yield,Sample size +,Sample size -
265.0,250.0,280.0,113.69,1.0954,-1.0954
295.0,280.0,310.0,92.022,0.97406,-0.97406
325.0,310.0,340.0,71.039,0.86679,-0.86679
355.0,340.0,370.0,55.974,0.77071,-0.77071
385.0,370.0,400.0,44.839,0.6917,-0.6917
415.0,400.0,430.0,36.368,0.62407,-0.62407
450.0,430.0,470.0,38.857,0.64313,-0.64313
490.0,470.0,510.0,30.955,0.56971,-0.56971
