

# Contour value=5.00 
mST_GeV,deltaM_GeV
4.1307e+02,1.1822e+02
4.1295e+02,1.1713e+02
4.1283e+02,1.1605e+02
4.1271e+02,1.1497e+02
4.1260e+02,1.1389e+02
4.1248e+02,1.1281e+02
4.1236e+02,1.1172e+02
4.1224e+02,1.1064e+02
4.1212e+02,1.0956e+02
4.1201e+02,1.0848e+02
4.1189e+02,1.0739e+02
4.1183e+02,1.0631e+02
4.1185e+02,1.0523e+02
4.1187e+02,1.0415e+02
4.1196e+02,1.0307e+02
4.1205e+02,1.0198e+02
4.1214e+02,1.0090e+02
4.1223e+02,9.9820e+01
4.1232e+02,9.8737e+01
4.1238e+02,9.7655e+01
4.1234e+02,9.6573e+01
4.1184e+02,9.5491e+01
4.1134e+02,9.4409e+01
4.1084e+02,9.3327e+01
4.1034e+02,9.2244e+01
4.0984e+02,9.1162e+01
4.0933e+02,9.0080e+01
4.0883e+02,8.8998e+01
4.0833e+02,8.7916e+01
4.0822e+02,8.7666e+01
4.0783e+02,8.6834e+01
4.0733e+02,8.5752e+01
4.0683e+02,8.4669e+01
4.0633e+02,8.3587e+01
4.0583e+02,8.2505e+01
4.0533e+02,8.1423e+01
4.0482e+02,8.0341e+01
4.0432e+02,7.9259e+01
4.0382e+02,7.8176e+01
4.0332e+02,7.7094e+01
4.0282e+02,7.6012e+01
4.0281e+02,7.5978e+01
4.0268e+02,7.4930e+01
4.0267e+02,7.3848e+01
4.0266e+02,7.2766e+01
4.0264e+02,7.1683e+01
4.0263e+02,7.0601e+01
4.0261e+02,6.9519e+01
4.0260e+02,6.8437e+01
4.0258e+02,6.7355e+01
4.0257e+02,6.6273e+01
4.0255e+02,6.5190e+01
4.0254e+02,6.4108e+01
4.0252e+02,6.3026e+01
4.0251e+02,6.1944e+01
4.0249e+02,6.0862e+01
4.0248e+02,5.9780e+01
4.0246e+02,5.8697e+01
4.0245e+02,5.7615e+01
4.0243e+02,5.6533e+01
4.0242e+02,5.5451e+01
4.0240e+02,5.4369e+01
4.0239e+02,5.3287e+01
4.0237e+02,5.2204e+01
4.0236e+02,5.1122e+01
4.0239e+02,5.0040e+01
4.0229e+02,4.8958e+01
4.0218e+02,4.7876e+01
4.0207e+02,4.6794e+01
4.0196e+02,4.5711e+01
4.0186e+02,4.4629e+01
4.0175e+02,4.3547e+01
4.0164e+02,4.2465e+01
4.0153e+02,4.1383e+01
4.0142e+02,4.0301e+01
4.0131e+02,3.9218e+01
4.0120e+02,3.8136e+01
4.0110e+02,3.7054e+01
4.0099e+02,3.5972e+01
4.0088e+02,3.4890e+01
4.0077e+02,3.3808e+01
4.0066e+02,3.2725e+01
4.0055e+02,3.1643e+01
4.0044e+02,3.0561e+01
4.0034e+02,2.9479e+01
4.0023e+02,2.8397e+01
4.0012e+02,2.7315e+01
4.0001e+02,2.6232e+01
4.0014e+02,2.5150e+01
4.0034e+02,2.4068e+01
4.0040e+02,2.2986e+01
4.0047e+02,2.1904e+01
4.0054e+02,2.0822e+01
4.0060e+02,1.9739e+01
4.0067e+02,1.8657e+01
4.0073e+02,1.7575e+01
4.0080e+02,1.6493e+01
4.0086e+02,1.5411e+01
4.0093e+02,1.4329e+01
4.0099e+02,1.3246e+01
4.0106e+02,1.2164e+01
4.0113e+02,1.1082e+01
4.0119e+02,1.0000e+01
6.3582e+02,1.0000e+01
6.3611e+02,1.1082e+01
6.3641e+02,1.2164e+01
6.3670e+02,1.3246e+01
6.3699e+02,1.4329e+01
6.3728e+02,1.5411e+01
6.3752e+02,1.6493e+01
6.3776e+02,1.7575e+01
6.3799e+02,1.8657e+01
6.3822e+02,1.9739e+01
6.3846e+02,2.0822e+01
6.3869e+02,2.1904e+01
6.3892e+02,2.2986e+01
6.3915e+02,2.4068e+01
6.3938e+02,2.5150e+01
6.3959e+02,2.6232e+01
6.3980e+02,2.7315e+01
6.4001e+02,2.8397e+01
6.4022e+02,2.9479e+01
6.4042e+02,3.0561e+01
6.4063e+02,3.1643e+01
6.4084e+02,3.2725e+01
6.4088e+02,3.2946e+01
6.4105e+02,3.3808e+01
6.4126e+02,3.4890e+01
6.4146e+02,3.5972e+01
6.4167e+02,3.7054e+01
6.4188e+02,3.8136e+01
6.4211e+02,3.9218e+01
6.4239e+02,4.0301e+01
6.4272e+02,4.1383e+01
6.4305e+02,4.2465e+01
6.4338e+02,4.3547e+01
6.4371e+02,4.4629e+01
6.4404e+02,4.5711e+01
6.4437e+02,4.6794e+01
6.4470e+02,4.7876e+01
6.4503e+02,4.8958e+01
6.4536e+02,5.0040e+01
6.4568e+02,5.1122e+01
6.4599e+02,5.2204e+01
6.4629e+02,5.3253e+01
6.4630e+02,5.3287e+01
6.4661e+02,5.4369e+01
6.4693e+02,5.5451e+01
6.4724e+02,5.6533e+01
6.4755e+02,5.7615e+01
6.4787e+02,5.8697e+01
6.4818e+02,5.9780e+01
6.4849e+02,6.0862e+01
6.4880e+02,6.1944e+01
6.4907e+02,6.3026e+01
6.4930e+02,6.4108e+01
6.4950e+02,6.5190e+01
6.4971e+02,6.6273e+01
6.4992e+02,6.7355e+01
6.5013e+02,6.8437e+01
6.5034e+02,6.9519e+01
6.5054e+02,7.0601e+01
6.5075e+02,7.1683e+01
6.5096e+02,7.2766e+01
6.5117e+02,7.3848e+01
6.5138e+02,7.4930e+01
6.5155e+02,7.6012e+01
6.5170e+02,7.6940e+01
6.5173e+02,7.7094e+01
6.5190e+02,7.8176e+01
6.5208e+02,7.9259e+01
6.5225e+02,8.0341e+01
6.5243e+02,8.1423e+01
6.5260e+02,8.2505e+01
6.5278e+02,8.3587e+01
6.5295e+02,8.4669e+01
6.5312e+02,8.5752e+01
6.5330e+02,8.6834e+01
6.5347e+02,8.7916e+01
6.5359e+02,8.8998e+01
6.5367e+02,9.0080e+01
6.5376e+02,9.1162e+01
6.5384e+02,9.2244e+01
6.5392e+02,9.3327e+01
6.5400e+02,9.4409e+01
6.5408e+02,9.5491e+01
6.5416e+02,9.6573e+01
6.5424e+02,9.7655e+01
6.5432e+02,9.8737e+01
6.5440e+02,9.9820e+01
6.5463e+02,1.0090e+02
6.5489e+02,1.0198e+02
6.5515e+02,1.0307e+02
6.5541e+02,1.0415e+02
6.5567e+02,1.0523e+02
6.5593e+02,1.0631e+02
6.5619e+02,1.0739e+02
6.5645e+02,1.0848e+02
6.5671e+02,1.0956e+02
6.5697e+02,1.1064e+02
6.5711e+02,1.1124e+02
6.5723e+02,1.1172e+02
6.5749e+02,1.1281e+02
6.5775e+02,1.1389e+02
6.5801e+02,1.1497e+02
6.5827e+02,1.1605e+02
6.5853e+02,1.1713e+02
6.5879e+02,1.1822e+02
6.5905e+02,1.1930e+02
6.5931e+02,1.2038e+02
6.5957e+02,1.2146e+02
6.5983e+02,1.2255e+02
6.6009e+02,1.2363e+02
6.6035e+02,1.2471e+02
6.6061e+02,1.2579e+02
6.6087e+02,1.2687e+02
6.6113e+02,1.2796e+02
6.6139e+02,1.2904e+02
6.6166e+02,1.3012e+02
6.6192e+02,1.3120e+02
6.6219e+02,1.3228e+02
6.6246e+02,1.3337e+02
6.6253e+02,1.3363e+02
6.6273e+02,1.3445e+02
6.6300e+02,1.3553e+02
6.6328e+02,1.3661e+02
6.6355e+02,1.3770e+02
6.6382e+02,1.3878e+02
6.6409e+02,1.3986e+02
6.6437e+02,1.4094e+02
6.6464e+02,1.4202e+02
6.6491e+02,1.4311e+02
6.6518e+02,1.4419e+02
6.6546e+02,1.4527e+02
6.6573e+02,1.4635e+02
6.6600e+02,1.4743e+02
6.6627e+02,1.4852e+02
6.6655e+02,1.4960e+02
6.6679e+02,1.5068e+02
6.6702e+02,1.5176e+02
6.6725e+02,1.5285e+02
6.6748e+02,1.5393e+02
6.6771e+02,1.5501e+02
6.6794e+02,1.5606e+02
6.6794e+02,1.5609e+02
6.6817e+02,1.5717e+02
6.6840e+02,1.5826e+02
6.6863e+02,1.5934e+02
6.6886e+02,1.6042e+02
6.6909e+02,1.6150e+02
6.6932e+02,1.6259e+02
6.6956e+02,1.6367e+02
6.6981e+02,1.6475e+02
6.7006e+02,1.6583e+02
6.7034e+02,1.6691e+02
6.7063e+02,1.6800e+02
6.7092e+02,1.6908e+02
6.7121e+02,1.7016e+02
6.7150e+02,1.7124e+02
6.7178e+02,1.7232e+02
6.7207e+02,1.7341e+02
6.7236e+02,1.7449e+02
6.7265e+02,1.7557e+02
6.7294e+02,1.7665e+02
6.7323e+02,1.7774e+02
6.7335e+02,1.7818e+02
6.7352e+02,1.7882e+02
6.7380e+02,1.7990e+02
6.7409e+02,1.8098e+02
6.7438e+02,1.8206e+02
6.7467e+02,1.8315e+02
6.7496e+02,1.8423e+02
6.7525e+02,1.8531e+02
6.7553e+02,1.8639e+02
6.7582e+02,1.8747e+02
6.7611e+02,1.8856e+02
6.7640e+02,1.8964e+02
6.7669e+02,1.9072e+02
6.7698e+02,1.9180e+02
6.7726e+02,1.9289e+02
6.7755e+02,1.9397e+02
6.7784e+02,1.9505e+02
6.7813e+02,1.9613e+02
6.7842e+02,1.9721e+02
6.7871e+02,1.9830e+02
6.7876e+02,1.9849e+02
6.7900e+02,1.9938e+02
6.7925e+02,2.0046e+02
6.7946e+02,2.0154e+02
6.7967e+02,2.0263e+02
6.7987e+02,2.0371e+02
6.8008e+02,2.0479e+02
6.8029e+02,2.0587e+02
6.8050e+02,2.0695e+02
6.8070e+02,2.0804e+02
6.8091e+02,2.0912e+02
6.8112e+02,2.1020e+02
6.8133e+02,2.1128e+02
6.8154e+02,2.1236e+02
6.8174e+02,2.1345e+02
6.8195e+02,2.1453e+02
6.8216e+02,2.1561e+02
6.8237e+02,2.1669e+02
6.8258e+02,2.1778e+02
6.8278e+02,2.1886e+02
6.8299e+02,2.1994e+02
6.8320e+02,2.2102e+02
6.8341e+02,2.2210e+02
6.8362e+02,2.2319e+02
6.8382e+02,2.2427e+02
6.8403e+02,2.2535e+02
6.8417e+02,2.2606e+02
6.8424e+02,2.2643e+02
6.8445e+02,2.2752e+02
6.8466e+02,2.2860e+02
6.8486e+02,2.2968e+02
6.8507e+02,2.3076e+02
6.8528e+02,2.3184e+02
6.8549e+02,2.3293e+02
6.8569e+02,2.3401e+02
6.8590e+02,2.3509e+02
6.8611e+02,2.3617e+02
6.8632e+02,2.3725e+02
6.8653e+02,2.3834e+02
6.8673e+02,2.3942e+02
6.8694e+02,2.4050e+02
6.8715e+02,2.4158e+02
6.8737e+02,2.4267e+02
6.8761e+02,2.4375e+02
6.8784e+02,2.4483e+02
6.8811e+02,2.4591e+02
6.8839e+02,2.4699e+02
6.8866e+02,2.4808e+02
6.8894e+02,2.4916e+02
6.8918e+02,2.5024e+02
6.8932e+02,2.5132e+02
6.8946e+02,2.5240e+02
6.8958e+02,2.5338e+02
6.8959e+02,2.5349e+02
6.8974e+02,2.5457e+02
6.8994e+02,2.5565e+02
6.9022e+02,2.5673e+02
6.9050e+02,2.5782e+02
6.9079e+02,2.5890e+02
6.9107e+02,2.5998e+02
6.9135e+02,2.6106e+02
6.9163e+02,2.6214e+02
6.9191e+02,2.6323e+02
6.9219e+02,2.6431e+02
6.9248e+02,2.6539e+02
6.9276e+02,2.6647e+02
6.9304e+02,2.6756e+02
6.9332e+02,2.6864e+02
6.9360e+02,2.6972e+02
6.9388e+02,2.7080e+02
6.9416e+02,2.7188e+02
6.9445e+02,2.7297e+02
6.9473e+02,2.7405e+02
6.9499e+02,2.7505e+02
6.9501e+02,2.7513e+02
6.9528e+02,2.7621e+02
6.9556e+02,2.7729e+02
6.9584e+02,2.7838e+02
6.9611e+02,2.7946e+02
6.9639e+02,2.8054e+02
6.9666e+02,2.8162e+02
6.9694e+02,2.8271e+02
6.9722e+02,2.8379e+02
6.9749e+02,2.8487e+02
6.9777e+02,2.8595e+02
6.9804e+02,2.8703e+02
6.9832e+02,2.8812e+02
6.9859e+02,2.8920e+02
6.9887e+02,2.9028e+02
6.9915e+02,2.9136e+02
6.9942e+02,2.9244e+02
6.9970e+02,2.9353e+02
6.9997e+02,2.9461e+02
7.0025e+02,2.9569e+02
7.0040e+02,2.9629e+02
7.0050e+02,2.9677e+02
7.0072e+02,2.9786e+02
7.0094e+02,2.9894e+02
7.0115e+02,3.0002e+02
7.0126e+02,3.0110e+02
7.0137e+02,3.0218e+02
7.0148e+02,3.0327e+02
7.0159e+02,3.0435e+02
7.0170e+02,3.0543e+02
7.0181e+02,3.0651e+02
7.0191e+02,3.0760e+02
7.0202e+02,3.0868e+02
7.0213e+02,3.0976e+02
7.0224e+02,3.1084e+02
7.0235e+02,3.1192e+02
7.0246e+02,3.1301e+02
7.0256e+02,3.1409e+02
7.0267e+02,3.1517e+02
7.0278e+02,3.1625e+02
7.0289e+02,3.1733e+02
7.0300e+02,3.1842e+02
7.0311e+02,3.1950e+02
7.0321e+02,3.2058e+02
7.0332e+02,3.2166e+02
7.0343e+02,3.2275e+02
7.0354e+02,3.2383e+02
7.0365e+02,3.2491e+02
7.0376e+02,3.2599e+02
7.0386e+02,3.2707e+02
7.0397e+02,3.2816e+02
7.0408e+02,3.2924e+02
7.0419e+02,3.3032e+02
7.0430e+02,3.3140e+02
7.0441e+02,3.3248e+02
7.0451e+02,3.3357e+02
7.0462e+02,3.3465e+02
7.0473e+02,3.3573e+02
7.0484e+02,3.3681e+02
7.0495e+02,3.3790e+02
7.0506e+02,3.3898e+02
7.0517e+02,3.4006e+02
7.0527e+02,3.4114e+02
7.0538e+02,3.4222e+02
7.0549e+02,3.4331e+02
7.0560e+02,3.4439e+02
7.0571e+02,3.4547e+02
7.0581e+02,3.4651e+02
7.0582e+02,3.4655e+02
7.0591e+02,3.4764e+02
7.0600e+02,3.4872e+02
7.0608e+02,3.4980e+02
7.0615e+02,3.5088e+02
7.0621e+02,3.5196e+02
7.0629e+02,3.5305e+02
7.0645e+02,3.5413e+02
7.0660e+02,3.5521e+02
7.0676e+02,3.5629e+02
7.0692e+02,3.5737e+02
7.0708e+02,3.5846e+02
7.0724e+02,3.5954e+02
7.0740e+02,3.6062e+02
7.0756e+02,3.6170e+02
7.0772e+02,3.6279e+02
7.0788e+02,3.6387e+02
7.0804e+02,3.6495e+02
7.0821e+02,3.6603e+02
7.0837e+02,3.6711e+02
7.0853e+02,3.6820e+02
7.0869e+02,3.6928e+02
7.0885e+02,3.7036e+02
7.0901e+02,3.7144e+02
7.0917e+02,3.7253e+02
7.0933e+02,3.7361e+02
7.0950e+02,3.7469e+02
7.0966e+02,3.7577e+02
7.0982e+02,3.7685e+02
7.0998e+02,3.7794e+02
7.1014e+02,3.7902e+02
7.1030e+02,3.8010e+02
7.1046e+02,3.8118e+02
7.1062e+02,3.8226e+02
7.1078e+02,3.8335e+02
7.1095e+02,3.8443e+02
7.1111e+02,3.8551e+02
7.1122e+02,3.8629e+02
7.1127e+02,3.8659e+02
7.1143e+02,3.8768e+02
7.1159e+02,3.8876e+02
7.1175e+02,3.8984e+02
7.1191e+02,3.9092e+02
7.1207e+02,3.9200e+02
7.1223e+02,3.9309e+02
7.1240e+02,3.9417e+02
7.1256e+02,3.9525e+02
7.1272e+02,3.9633e+02
7.1288e+02,3.9741e+02
7.1304e+02,3.9850e+02
7.1320e+02,3.9958e+02
7.1333e+02,4.0066e+02
7.1343e+02,4.0174e+02
7.1354e+02,4.0283e+02
7.1364e+02,4.0391e+02
7.1375e+02,4.0499e+02
7.1385e+02,4.0607e+02
7.1395e+02,4.0715e+02
7.1406e+02,4.0824e+02
7.1416e+02,4.0932e+02
7.1427e+02,4.1040e+02
7.1437e+02,4.1148e+02
7.1448e+02,4.1257e+02
7.1458e+02,4.1365e+02
7.1468e+02,4.1473e+02
7.1479e+02,4.1581e+02
7.1489e+02,4.1689e+02
7.1500e+02,4.1798e+02
7.1510e+02,4.1906e+02
7.1521e+02,4.2014e+02
7.1531e+02,4.2122e+02
7.1541e+02,4.2230e+02
7.1552e+02,4.2339e+02
7.1562e+02,4.2447e+02
7.1573e+02,4.2555e+02
7.1583e+02,4.2663e+02
7.1594e+02,4.2772e+02
7.1604e+02,4.2880e+02
7.1614e+02,4.2988e+02
7.1625e+02,4.3096e+02
7.1635e+02,4.3204e+02
7.1646e+02,4.3313e+02
7.1656e+02,4.3421e+02
7.1663e+02,4.3495e+02
7.1667e+02,4.3529e+02
7.1677e+02,4.3637e+02
7.1687e+02,4.3745e+02
7.1698e+02,4.3854e+02
7.1709e+02,4.3962e+02
7.1721e+02,4.4070e+02
7.1734e+02,4.4178e+02
7.1758e+02,4.4287e+02
7.1781e+02,4.4395e+02
7.1804e+02,4.4503e+02
7.1828e+02,4.4611e+02
7.1851e+02,4.4719e+02
7.1875e+02,4.4828e+02
7.1898e+02,4.4936e+02
7.1918e+02,4.5044e+02
7.1932e+02,4.5152e+02
7.1946e+02,4.5261e+02
7.1960e+02,4.5369e+02
7.1974e+02,4.5477e+02
7.1988e+02,4.5585e+02
7.2002e+02,4.5693e+02
7.2016e+02,4.5802e+02
7.2030e+02,4.5910e+02
7.2044e+02,4.6018e+02
7.2058e+02,4.6126e+02
7.2072e+02,4.6234e+02
7.2086e+02,4.6343e+02
7.2100e+02,4.6451e+02
7.2114e+02,4.6559e+02
7.2129e+02,4.6667e+02
7.2143e+02,4.6776e+02
7.2157e+02,4.6884e+02
7.2171e+02,4.6992e+02
7.2185e+02,4.7100e+02
7.2199e+02,4.7208e+02
7.2204e+02,4.7252e+02
7.2213e+02,4.7317e+02
7.2227e+02,4.7425e+02
7.2241e+02,4.7533e+02
7.2255e+02,4.7641e+02
7.2269e+02,4.7749e+02
7.2283e+02,4.7858e+02
7.2297e+02,4.7966e+02
7.2311e+02,4.8074e+02
7.2325e+02,4.8182e+02
7.2339e+02,4.8291e+02
7.2353e+02,4.8399e+02
7.2367e+02,4.8507e+02
7.2381e+02,4.8615e+02
7.2395e+02,4.8723e+02
7.2409e+02,4.8832e+02
7.2424e+02,4.8940e+02
7.2438e+02,4.9048e+02
7.2452e+02,4.9156e+02
7.2466e+02,4.9265e+02
7.2480e+02,4.9373e+02
7.2494e+02,4.9481e+02
7.2508e+02,4.9589e+02
7.2522e+02,4.9697e+02
7.2536e+02,4.9806e+02
7.2550e+02,4.9914e+02
7.2564e+02,5.0022e+02
7.2578e+02,5.0130e+02
7.2592e+02,5.0238e+02
7.2606e+02,5.0347e+02
7.2620e+02,5.0455e+02
7.2634e+02,5.0563e+02
7.2648e+02,5.0671e+02
7.2662e+02,5.0780e+02
7.2676e+02,5.0888e+02
7.2690e+02,5.0996e+02
7.2704e+02,5.1104e+02
